entrez_id,logFC,PValue,,
9814,0.561991766,0.20864119,,
55072,0.523183314,0.208742221,,
6613,0.518210138,0.208849472,,
2850,-1.098837522,0.208873347,,
117177,-0.749596403,0.209072563,,
83460,0.695548229,0.209266303,,
374659,-0.594373944,0.209314872,,
9001,1.171629076,0.209472578,,
27141,0.886527395,0.209519633,,
284252,-0.930291406,0.209559058,,
150776,-0.583849556,0.209602933,,
7728,-0.559621815,0.209778921,,
79644,-0.652455053,0.209789177,,
338651,-1.786263819,0.209965151,,
100289361,0.729400769,0.21000263,,
59269,-0.928542127,0.210027883,,
55698,0.798253041,0.210100837,,
5224,1.316047359,0.210159754,,
83479,0.594627283,0.210203671,,
84932,-0.552971042,0.210248372,,
134492,-0.600378664,0.21034013,,
26830,1.078502354,0.210410065,,
343702,-2.275093388,0.210437515,,
283131,1.020974328,0.210502785,,
57348,-0.553653242,0.210511727,,
60626,0.534310205,0.210900431,,
105378721,1.006583309,0.210956925,,
57531,-0.487502832,0.210997676,,
80067,-0.525907335,0.211108056,,
58528,0.577867766,0.211197624,,
100996492,1.268314776,0.211226397,,
116092,0.617290319,0.211454097,,
81572,0.619912981,0.211570175,,
256130,-1.56933734,0.211660708,,
2846,-1.380786899,0.2116845,,
10156,-0.623527146,0.211883425,,
130026,-0.592121084,0.211951722,,
58509,0.540952564,0.211953535,,
54681,-0.603022011,0.211980977,,
147947,0.752946332,0.211985415,,
79725,-0.836428978,0.212099882,,
113263,0.782944134,0.212160487,,
114034,0.600165696,0.212180366,,
26870,0.850742918,0.212235495,,
84674,0.73203421,0.212243702,,
100033425,0.653617722,0.21226068,,
54867,0.5361537,0.212431579,,
51622,0.524448571,0.212510148,,
972,0.944468369,0.212542443,,
326342,-0.968600087,0.212598707,,
29924,-0.740585854,0.212667936,,
60487,-0.544764059,0.212723708,,
10224,0.582649884,0.212741356,,
6001,-0.726769297,0.212929879,,
9678,0.52764973,0.212963194,,
6522,0.848581997,0.213028836,,
3336,0.528761204,0.213044804,,
152815,-0.608736959,0.213252954,,
11057,0.893216654,0.213307699,,
134510,-0.472842142,0.213517695,,
148327,0.948059942,0.213569972,,
221092,-0.483201087,0.213624864,,
27130,-0.59226649,0.213691157,,
79751,-1.431592951,0.213802739,,
316,1.081246584,0.213841061,,
29078,-0.847700922,0.213865241,,
79074,-0.540591637,0.214120678,,
132671,1.293414888,0.214124271,,
5073,-0.488514818,0.214254249,,
5018,0.490745499,0.214314066,,
10111,-0.500205287,0.214327876,,
148362,-0.61192473,0.21439173,,
127255,-0.762750863,0.214421829,,
84893,-0.498991409,0.214501384,,
51199,0.547662633,0.214617082,,
55340,0.814340978,0.214651761,,
22829,-2.657491209,0.214774255,,
55969,0.693188021,0.214794363,,
27129,1.163179516,0.214838119,,
54969,-0.612663591,0.214934449,,
2181,-0.618514027,0.215001921,,
53353,-0.670631951,0.215002335,,
125893,0.766584918,0.215049762,,
51283,0.54490741,0.215156803,,
3141,-0.484337886,0.215210882,,
100130887,-1.250052074,0.215261129,,
200942,1.073754901,0.215333916,,
9675,0.533323627,0.215367664,,
23063,-0.498877612,0.215369104,,
133619,0.599136153,0.21543122,,
148413,0.495925554,0.215544459,,
92104,0.517325339,0.215557514,,
653712,0.651422994,0.215591743,,
1240,0.837449738,0.215635942,,
55234,-0.529889183,0.215731071,,
131408,-1.075342013,0.215754363,,
91373,0.699129376,0.215754864,,
3073,0.514113257,0.21578206,,
29970,-0.688364652,0.215872518,,
3181,0.597544911,0.215996829,,
114932,-0.492389216,0.216088747,,
6233,0.528381356,0.216154263,,
9782,-0.470138901,0.216289492,,
114790,0.503407489,0.216323605,,
92235,-1.458129162,0.2163318,,
64319,-0.508060043,0.216373845,,
11023,-1.879064331,0.216542796,,
147040,0.805045495,0.216548599,,
3680,-1.020783045,0.216723883,,
253430,-0.524159834,0.216890907,,
375748,-0.492832588,0.217006689,,
5877,-0.513729298,0.217034522,,
1845,-0.714125691,0.217154551,,
374969,-0.569527491,0.217411056,,
11162,0.579990139,0.217726396,,
7345,-1.16669744,0.217945302,,
201965,0.518045199,0.218028946,,
56255,-0.650742231,0.218174765,,
83752,-0.525402576,0.218176253,,
126208,0.580162458,0.218356576,,
91120,0.605895276,0.218369495,,
3858,0.644675031,0.218461781,,
1352,0.584191638,0.218573003,,
259173,-0.931984341,0.218721195,,
2308,-0.799314451,0.21881564,,
55435,-0.551154798,0.218840415,,
11329,0.570360381,0.218892042,,
57448,-0.512655485,0.218983738,,
220929,-0.636031098,0.219019547,,
108903150,0.749296214,0.219100501,,
2760,-0.70992226,0.219107387,,
56105,1.237719862,0.219149837,,
55071,-0.993778675,0.219305862,,
54796,0.754336191,0.219331359,,
84883,0.778743657,0.219334403,,
11198,0.502078609,0.219349011,,
55421,-0.700547802,0.219419308,,
100507602,0.695584658,0.219475177,,
51108,0.65689107,0.219480836,,
401152,-0.518227766,0.219532976,,
374899,0.563204415,0.219580277,,
9057,0.69133001,0.219610999,,
5829,0.858055535,0.219650307,,
6124,0.504902799,0.21973018,,
5959,0.868009838,0.219874028,,
89782,-0.580328128,0.220260999,,
54819,0.53638769,0.220333413,,
340527,-1.166595379,0.220550253,,
8864,-0.69891007,0.220555445,,
8528,-1.033424113,0.220598799,,
23211,-0.494945115,0.220639692,,
200765,0.587871257,0.220922941,,
57699,-1.394104891,0.220939342,,
10664,-0.465948419,0.22101889,,
26164,0.517432834,0.221147888,,
2052,-0.905465309,0.221160225,,
55914,-0.78897231,0.221242766,,
51132,-0.540419625,0.221253157,,
3178,0.556161345,0.221837864,,
51205,0.581787215,0.221954803,,
8507,-1.770975311,0.222141043,,
114112,0.545867598,0.222189893,,
26057,-0.472810169,0.222300553,,
6154,0.563911524,0.222339667,,
23521,0.564908048,0.222360649,,
81558,0.777566058,0.222379959,,
645158,0.733099208,0.222427166,,
27181,-1.175916664,0.222431323,,
22837,0.745220345,0.222437619,,
892,0.507853457,0.222525967,,
4728,0.549456445,0.222665739,,
1382,1.249041691,0.222679975,,
26512,-0.563308518,0.223012391,,
114757,-1.670108605,0.223212238,,
51449,-0.499359504,0.223408637,,
55681,0.481989086,0.223452901,,
55218,-0.513918527,0.223528832,,
8834,0.563791953,0.223583875,,
197320,-0.511309333,0.223645034,,
157695,0.754936799,0.223666048,,
148137,0.695257502,0.223808966,,
4066,-0.775801392,0.223865894,,
65993,0.51049769,0.223905812,,
3646,0.522874587,0.224023583,,
80198,0.507433605,0.224100785,,
3434,-0.874274205,0.224142096,,
2030,0.878222126,0.224200718,,
79188,0.494170539,0.224260538,,
51490,0.504778322,0.22430287,,
124936,-0.538597661,0.224375967,,
22985,0.509471949,0.224800145,,
83723,-1.422633824,0.224883864,,
54834,-0.538279648,0.224913036,,
5130,0.525369324,0.22497967,,
10693,-0.69274733,0.225121068,,
26263,0.528206332,0.225180458,,
79174,0.512243459,0.225252292,,
6015,0.503551765,0.225359693,,
51386,0.478432762,0.225506871,,
50810,-0.579467104,0.225679149,,
57456,-0.558251093,0.225952989,,
8861,-0.568211921,0.225954226,,
7941,-0.921732368,0.225965261,,
11151,-0.784707149,0.225996663,,
86,0.867612279,0.22601699,,
10096,0.485213387,0.226103758,,
101928053,0.764642774,0.226124795,,
51271,-0.501769963,0.226151622,,
339263,-0.814364428,0.226246606,,
7428,0.539782654,0.226367491,,
3382,-0.988863883,0.226437618,,
84317,-0.458774108,0.226445131,,
9878,-0.444482774,0.226446338,,
84268,0.570802614,0.226846337,,
2840,-1.502954892,0.226862169,,
9131,0.533251463,0.226915153,,
160622,-1.264796109,0.226971645,,
29100,0.627248735,0.226996856,,
55750,0.555710051,0.227250348,,
7753,0.567148886,0.227348761,,
7586,-0.562116978,0.227353864,,
90861,-0.939650844,0.227382851,,
54662,-0.511285029,0.227391922,,
163126,-0.675873873,0.227402843,,
138428,0.737997269,0.227491613,,
163087,-0.564094891,0.22753651,,
80018,-0.588576628,0.227564312,,
4708,0.465292834,0.227595856,,
57691,-0.537993216,0.227942224,,
9933,0.541741922,0.227978664,,
196996,-0.920799668,0.227985354,,
4494,0.763302465,0.228075749,,
23659,0.716986629,0.228172025,,
10629,0.537036043,0.228183996,,
11243,0.557475616,0.228289277,,
55208,-0.485514768,0.228499899,,
150274,0.604845789,0.228530094,,
51538,-0.567365753,0.228625826,,
6430,-0.590504667,0.228833946,,
6584,0.553813024,0.228897802,,
8470,-1.34885645,0.229073863,,
1848,1.141809976,0.229166778,,
83744,-0.45756731,0.229226681,,
124460,1.026767072,0.229279403,,
106660612,0.666335135,0.229320278,,
56100,1.205406354,0.229342432,,
23070,0.474011382,0.229395796,,
25759,0.703811258,0.229430871,,
54881,0.552866958,0.229461006,,
166336,-1.083221364,0.229493944,,
9989,0.555506083,0.229515374,,
8192,0.526897731,0.229550672,,
57665,-0.511797229,0.229667057,,
57787,-0.696431506,0.229740666,,
6217,0.564859816,0.229758871,,
7529,-0.695023904,0.229780563,,
5577,-1.211842649,0.229901844,,
90736,-0.556635633,0.229925827,,
56109,-0.580689485,0.229998309,,
64114,-0.906887167,0.230071016,,
5413,-1.474136359,0.230211007,,
1635,0.583130886,0.230331705,,
100499177,0.517754585,0.230358742,,
1938,0.485920837,0.230371749,,
55036,0.624884267,0.230403198,,
9749,-0.618187894,0.230483245,,
2053,-0.830584532,0.230485313,,
84340,-0.485259103,0.230607806,,
10201,0.583368166,0.230926894,,
57647,0.476850837,0.23109743,,
653188,-0.865384204,0.231261136,,
57719,0.514025794,0.231378541,,
10741,0.679556022,0.231412881,,
376267,-1.523426751,0.231414722,,
10856,0.529728528,0.231692559,,
166348,-1.381203611,0.231850392,,
389177,-0.874591478,0.231980423,,
79847,-0.90611073,0.232013454,,
28962,0.498289638,0.232314792,,
84154,0.541024117,0.232331547,,
285440,0.646014906,0.232336572,,
24145,0.883205868,0.232338915,,
26524,0.771302566,0.232408063,,
94039,0.533997306,0.232591602,,
55179,-0.664582138,0.232772561,,
51548,0.594347131,0.232781443,,
374819,0.569527224,0.232952875,,
7168,0.883076047,0.233051917,,
27316,0.547884821,0.233086642,,
163259,-0.626183724,0.233128511,,
64783,0.529900328,0.233241491,,
1974,-0.603028575,0.233601061,,
1856,0.543741367,0.233640518,,
8289,-0.69353921,0.233646241,,
25836,-0.531115854,0.233766931,,
57198,0.720706657,0.233797434,,
6084,-0.856953671,0.233900352,,
4358,0.468251436,0.233966016,,
56652,0.543179496,0.23400606,,
7311,0.478086071,0.234028724,,
79582,-0.546899342,0.23418519,,
79830,0.643990063,0.23442923,,
6949,-0.478022022,0.234539455,,
113235,-0.518499012,0.234564268,,
8574,0.510441714,0.234704189,,
1497,0.699714804,0.234774885,,
23395,0.485107682,0.234854905,,
51559,-1.131415937,0.234880412,,
51248,0.574036206,0.234884565,,
8615,-0.454982893,0.234988469,,
10294,-0.567676105,0.235055213,,
27301,0.559458693,0.235095496,,
27429,0.484084886,0.235276962,,
148898,0.602057041,0.235300452,,
285958,0.86333607,0.23542277,,
10666,-0.921812538,0.235694296,,
5205,1.130689691,0.235789405,,
55256,-0.609212056,0.235941061,,
57695,-0.507466593,0.235958237,,
26504,-0.522837118,0.235973182,,
23064,-0.494675377,0.236274321,,
9282,-0.550035363,0.23629707,,
4771,0.561442189,0.236322161,,
130813,-1.218118538,0.236593496,,
56180,0.548926156,0.236765957,,
152206,-0.772626833,0.236922739,,
6697,0.670834998,0.237013238,,
100506258,-0.968807631,0.237024838,,
83732,0.481347348,0.23703434,,
51172,-0.897210665,0.23711932,,
10169,0.470769764,0.237140725,,
24149,-0.449540217,0.237258821,,
90317,0.597652147,0.237397048,,
7225,1.407302759,0.237757799,,
64926,-0.804169519,0.237888165,,
8302,-1.194545198,0.238045772,,
10113,0.508772246,0.238194151,,
64236,0.766440618,0.238304791,,
266727,0.78255364,0.238406196,,
8295,0.499847845,0.238466986,,
4513,-0.643913636,0.238556719,,
7803,-0.475376736,0.238558238,,
84278,-0.586988379,0.238592542,,
29079,-0.493382456,0.238640505,,
57413,-0.762474492,0.238747631,,
51257,-0.508113164,0.238806567,,
8239,-0.454663154,0.23893205,,
79000,1.5042741,0.238959663,,
337867,0.470002488,0.239021223,,
55611,-0.564218918,0.239070174,,
84437,-0.526705745,0.23914284,,
53827,0.869584818,0.239156727,,
8665,0.502684259,0.239175168,,
283209,-1.570757544,0.239324855,,
6307,-0.749945495,0.239428981,,
84105,0.595682362,0.239437773,,
65005,0.470858602,0.239489568,,
6207,0.599812964,0.239492543,,
283951,0.693175072,0.23950193,,
253559,-1.217356645,0.239699018,,
5277,-0.723965427,0.239736352,,
221504,0.556471996,0.23981523,,
148189,-0.528286684,0.239854837,,
57604,1.018491029,0.239944696,,
7727,-0.52631936,0.240026693,,
378708,0.756480775,0.240084735,,
9497,0.614050808,0.240320771,,
79002,0.534126196,0.240396251,,
140597,-1.421324429,0.240432102,,
3790,-0.892851734,0.240559502,,
56120,0.870186328,0.240581085,,
90362,0.869696426,0.24061028,,
51605,0.556716251,0.240639866,,
10093,0.521087654,0.240707163,,
26112,-0.62080134,0.240776182,,
100499183,0.792283345,0.240825438,,
81786,1.019199291,0.240834446,,
9603,0.873290688,0.240921597,,
100507291,-0.601897894,0.240931055,,
27043,-0.46659292,0.240935054,,
9129,0.578698806,0.241214748,,
2923,0.467016973,0.241259118,,
9416,0.556672312,0.24128057,,
201161,0.690570396,0.241296012,,
57708,-0.516673763,0.24133005,,
84967,0.59431358,0.241430091,,
3482,0.50425497,0.24144152,,
101929719,0.839924701,0.241523913,,
144100,-0.675344462,0.241656103,,
135228,0.899699087,0.241814439,,
5564,0.489113497,0.241817202,,
10906,-0.677870736,0.241845757,,
116254,-0.634946936,0.241867313,,
5423,-0.469746644,0.241938609,,
51026,-0.47612788,0.242012222,,
10241,-0.666230248,0.242201209,,
55717,-0.501766052,0.24240652,,
901,-0.541847796,0.242551946,,
729177,1.14714664,0.242645993,,
55823,-0.459864023,0.242766898,,
79837,1.369215593,0.242876822,,
10248,0.584538527,0.242893691,,
81035,0.818072555,0.242936654,,
84858,0.705773657,0.242966419,,
7263,-0.72907899,0.243061224,,
84815,1.652205433,0.243138939,,
8933,-0.805733596,0.243165757,,
1874,0.46546,0.243226895,,
23596,-0.876040457,0.243275626,,
51604,-0.543163006,0.243289624,,
94134,0.468085644,0.243301887,,
284611,-0.939893435,0.243365437,,
644353,0.876413255,0.243384145,,
27253,-0.615185859,0.243462915,,
25913,0.537071621,0.243519765,,
780,0.771777778,0.243600973,,
28989,0.549182114,0.243647212,,
57461,0.541180568,0.243737385,,
84901,0.454692655,0.24403691,,
442213,1.587552916,0.244120676,,
51409,0.647626836,0.244124256,,
151790,-0.866130783,0.244187438,,
5493,-1.773085873,0.244228405,,
27079,0.56190554,0.244380284,,
4973,-0.813356621,0.244579912,,
5066,1.053632153,0.244632203,,
10768,-0.570036944,0.244682394,,
109729141,-0.766999157,0.244943645,,
56929,0.537959692,0.245015032,,
6122,0.453321832,0.245128273,,
100499483,-0.869639756,0.245332469,,
57715,-0.669261871,0.245362988,,
84996,0.602540623,0.24555772,,
8815,0.527243015,0.245567183,,
730098,-0.966177398,0.245667458,,
729967,0.627189455,0.245667909,,
81565,-0.533707092,0.245739232,,
79657,-0.526687829,0.245767004,,
101927215,-1.472460211,0.245791677,,
81688,0.438919988,0.245798225,,
51412,-1.879756208,0.245833177,,
26502,0.508940485,0.245960642,,
84273,0.672331487,0.24611018,,
2047,0.92960356,0.246129413,,
9167,-0.481290911,0.246201539,,
10274,0.531994964,0.246243228,,
100506668,0.684273415,0.246274326,,
55054,-0.471515358,0.246278523,,
113622,-0.994659615,0.246370681,,
10362,0.705776997,0.24646528,,
118980,0.632250182,0.246612237,,
55779,0.525553704,0.246678716,,
7417,-0.480799954,0.246984409,,
90637,0.48793753,0.247029096,,
25853,0.47347146,0.247037794,,
9753,0.558226214,0.24710125,,
51009,0.514605523,0.247575164,,
5108,-0.483191594,0.247625537,,
4097,-0.665188781,0.247653835,,
55031,-0.588007057,0.247728853,,
51209,-0.87767806,0.247731264,,
149041,-0.465772451,0.247825578,,
154807,-0.455821904,0.247829183,,
118424,0.469864064,0.247852893,,
162394,-0.751641548,0.247875131,,
100131691,0.658256451,0.247878116,,
55737,-0.526291595,0.248038293,,
9406,-0.5540727,0.248103468,,
8891,-0.446984605,0.248224687,,
105274304,-0.774237955,0.248497489,,
116931,-0.802117761,0.248535689,,
79621,-0.537733537,0.248567782,,
8910,-0.984959081,0.24877217,,
23197,0.443332183,0.248775714,,
57418,0.616410052,0.248856677,,
79713,0.646883148,0.24894186,,
23130,-0.463952572,0.248947515,,
1196,0.496968867,0.24896737,,
7036,1.52736399,0.24903346,,
84436,0.611215737,0.24912213,,
158234,-0.61241881,0.249556927,,
105372482,0.603182193,0.249757308,,
6518,0.632832354,0.249840158,,
81555,-0.474477775,0.249864147,,
9610,1.376885216,0.2499253,,
55347,-0.494117016,0.249929837,,
105377348,-0.604640303,0.249937992,,
3127,2.135426949,0.249974709,,
100506343,1.06186926,0.249997498,,
6341,0.499750191,0.250000549,,
823,0.768665174,0.250062463,,
11137,0.481261652,0.25012942,,
199,0.701753602,0.250550748,,
4191,0.58754675,0.250553114,,
127495,-0.700606149,0.250560597,,
619189,-0.84914148,0.250570001,,
96764,0.44765555,0.250591149,,
101927931,-1.032614853,0.250690987,,
22908,-0.47263123,0.250742627,,
84765,-0.622103071,0.250766158,,
2131,0.596777885,0.250852378,,
100996590,-1.045159751,0.250911743,,
26503,-0.460155822,0.25093503,,
5209,0.56005836,0.250988484,,
7275,-0.970973137,0.251101456,,
7542,-0.537484352,0.251107817,,
8618,-1.596408161,0.251164886,,
389114,-0.848574561,0.251345492,,
64149,-0.477401785,0.2513628,,
80263,0.531640154,0.251444205,,
29796,0.529770032,0.251568769,,
51495,-0.526960166,0.251578269,,
148932,0.656221987,0.251582162,,
387521,-0.666126569,0.251768579,,
206358,-0.850603605,0.251981619,,
29088,0.650722518,0.252237464,,
6045,0.475933759,0.252307941,,
79033,-0.536437839,0.252523059,,
1327,-0.548959202,0.252540476,,
151050,-0.519571079,0.252620687,,
114883,-0.649818065,0.252697893,,
28970,-0.614325165,0.252698074,,
124583,0.479720353,0.252709957,,
81545,-0.480293922,0.252748822,,
9388,0.906307544,0.25279414,,
58486,-0.54476739,0.25285735,,
4542,0.756790691,0.252942428,,
100996455,-0.769821797,0.252952824,,
146540,0.508166534,0.252994794,,
79913,0.602906171,0.253031304,,
79797,0.545950236,0.253108696,,
10116,-0.491933366,0.253159008,,
10438,-0.48984228,0.253216351,,
6141,0.489206368,0.253302897,,
80135,0.487573311,0.253324125,,
494115,-0.547186766,0.253487103,,
9205,-0.62642482,0.253491653,,
26045,-0.516512611,0.25353207,,
100033419,0.766994645,0.253542047,,
9828,0.793011569,0.253543023,,
59343,-0.466105941,0.253708411,,
8178,0.566347251,0.253925467,,
8228,-0.838357796,0.253980512,,
5411,0.536886872,0.254175896,,
2289,0.873958818,0.254257511,,
25926,0.485739741,0.254260851,,
90102,0.817555006,0.254264277,,
10964,1.176692099,0.254284669,,
63950,1.121310126,0.254489157,,
8045,-1.018613198,0.254502931,,
80224,-0.477866822,0.254545715,,
54499,0.491483797,0.25458456,,
404281,0.618493788,0.254627611,,
81618,0.648567113,0.254657698,,
78987,-0.628115784,0.254680876,,
200197,0.696073596,0.25469825,,
54555,0.471398142,0.255101119,,
116461,-0.646820422,0.255109968,,
79647,-0.527145155,0.255375287,,
85451,0.529540574,0.255446515,,
8287,-2.456512592,0.255487247,,
6396,0.460714198,0.255493954,,
145853,-0.934408978,0.255527434,,
64976,0.500705318,0.255533877,,
10239,-0.486029584,0.255797036,,
576,-0.887718082,0.25581914,,
387787,-0.598130156,0.255828185,,
56130,0.707711431,0.255875553,,
84572,-0.460289476,0.256019578,,
161198,0.843684117,0.256038463,,
23254,-0.62505295,0.25604017,,
9866,-0.609584292,0.256041355,,
84265,0.46761026,0.25604337,,
219623,-0.754891459,0.256043445,,
100129534,0.770015596,0.256073168,,
7923,0.641441822,0.256135489,,
407975,0.921253652,0.256137876,,
9218,-0.483919685,0.256678265,,
91746,-0.539588108,0.256694035,,
7871,-0.443583205,0.256718014,,
140606,-0.828774165,0.256719969,,
23625,0.697417436,0.256788428,,
10242,-1.022180205,0.256810222,,
27034,0.491289177,0.256876617,,
5393,0.475938335,0.257099518,,
29103,-0.479326503,0.25712317,,
25934,-0.660238271,0.257303386,,
8520,0.590135378,0.257562416,,
80114,0.850615645,0.25769185,,
57862,0.570677033,0.257704216,,
10068,0.587277857,0.25773011,,
55224,1.008204387,0.25805143,,
388325,0.865334631,0.258084754,,
440584,-0.853942001,0.258120382,,
9823,-0.907709957,0.258120764,,
55759,0.481316252,0.258234159,,
84959,1.156934663,0.258334579,,
2657,-0.508494947,0.258334812,,
4718,-0.52820613,0.258391557,,
6515,1.05615832,0.258402442,,
831,-0.526689167,0.258403092,,
84939,-0.432417653,0.258475236,,
57657,0.861452479,0.258494436,,
285550,-0.452713181,0.258556118,,
10556,-0.439354852,0.258567203,,
1043,1.141042343,0.25863377,,
65258,-0.451236429,0.258703751,,
23608,0.427275646,0.258752319,,
80221,0.655840984,0.258765857,,
284695,-0.586415744,0.259127364,,
3781,-0.77611682,0.259145789,,
4179,-0.584269436,0.259219407,,
81602,-0.492393953,0.259520581,,
54884,-0.523961425,0.259546768,,
79053,0.515177059,0.259620267,,
100128782,-0.520817917,0.259690979,,
9382,-0.607912215,0.25997678,,
1846,1.374575353,0.260096155,,
23417,-0.565039335,0.260171756,,
10207,0.581858045,0.260182534,,
79668,0.662771016,0.260434809,,
1270,-0.71130717,0.260490012,,
55906,-0.844768104,0.260683862,,
23541,0.502924633,0.260712903,,
8548,-0.418361853,0.260762582,,
92106,-0.487856212,0.260859321,,
8449,0.450262938,0.261036251,,
5515,-0.482164712,0.261118781,,
50717,-0.470144356,0.261146411,,
29093,-0.467947384,0.261220003,,
9710,-0.561255003,0.261242126,,
123720,-0.5074598,0.261332092,,
79005,0.490040194,0.261476178,,
54542,-0.420882523,0.261549011,,
153733,-0.518659045,0.261687114,,
347051,-0.782007128,0.261746379,,
2329,-0.93033494,0.262030523,,
133308,-0.774199764,0.262148916,,
7040,0.738056446,0.262323256,,
6376,-1.289077141,0.262419377,,
10617,-0.604046518,0.262458965,,
51285,0.847825822,0.262561124,,
56125,0.651249305,0.262700229,,
63893,-0.654801844,0.262850943,,
118812,-0.906159726,0.26286749,,
6924,0.436834669,0.262980733,,
58478,-0.535570483,0.263027213,,
56882,0.504401941,0.263165732,,
5681,0.606513911,0.263404873,,
9196,0.78970637,0.2634622,,
912,0.774086207,0.263476218,,
1441,-0.883440373,0.264110078,,
9500,0.659335812,0.264151747,,
84936,-0.485472227,0.264164067,,
5793,0.733613015,0.264332277,,
25821,-0.451040116,0.264344347,,
54495,0.513420843,0.264579203,,
6117,0.461315733,0.264896493,,
54948,0.542439939,0.265002492,,
8766,-0.491908909,0.265031631,,
79780,-0.521381826,0.265087852,,
57863,-1.567760668,0.265133628,,
1002,0.974323329,0.26513493,,
9538,0.464344246,0.265150179,,
2138,1.523592244,0.265172011,,
161823,0.48722823,0.265176714,,
115361,0.812452982,0.265250809,,
11070,0.451734615,0.265261202,,
1121,-0.596969309,0.265611905,,
6885,-0.487926206,0.265637148,,
84337,0.485778295,0.265775996,,
404672,-0.500402394,0.266016045,,
5930,-0.444021716,0.26603936,,
54207,-0.669081169,0.266346144,,
11062,0.505203344,0.266391965,,
729830,-1.059268811,0.266644061,,
4301,0.484608395,0.266650521,,
119710,-0.484424642,0.266695037,,
83743,0.478699124,0.266901422,,
84060,-0.514057738,0.266915027,,
4878,2.104485399,0.267059643,,
100506070,-0.572869748,0.267209811,,
118,-0.429907347,0.267259125,,
372,-0.437837462,0.267313517,,
53918,0.492514327,0.267452019,,
440515,-0.490960831,0.267483674,,
80896,0.585578583,0.267658561,,
8897,0.428196714,0.267804342,,
100506243,1.384663393,0.267905469,,
57563,-0.496193771,0.268029201,,
146059,0.469110239,0.268050285,,
9755,0.902429565,0.268145192,,
23741,-0.46798098,0.268167063,,
57019,0.541758761,0.268230495,,
4821,-0.748319653,0.268267682,,
11116,0.521109765,0.268299904,,
56063,0.593225125,0.268475931,,
25912,-0.462338623,0.268494777,,
221687,0.898429663,0.268523558,,
10519,0.514207058,0.268531906,,
51016,0.677245199,0.26867694,,
342908,-1.140418621,0.268849595,,
91300,0.555426506,0.268946121,,
7107,0.520967393,0.269038316,,
84435,-1.04578893,0.269083906,,
54890,-0.416342122,0.26922238,,
6925,0.450020731,0.269300009,,
26073,0.503813568,0.269344591,,
25888,0.516516,0.269390093,,
100505549,0.618321215,0.26947332,,
4863,-0.446875118,0.269500644,,
7088,0.598335159,0.269594949,,
57622,-1.125620549,0.269660007,,
4236,0.473587784,0.26967077,,
10541,-0.707112169,0.269802352,,
6727,-0.415232624,0.269867564,,
476,-0.790026875,0.269989668,,
10743,-0.547342052,0.270008536,,
1129,-2.007399431,0.270032378,,
51332,0.872041805,0.270191037,,
2987,-0.491933317,0.270347754,,
148423,-0.509624362,0.270504961,,
101954278,-1.062937363,0.270565748,,
27031,-0.72690186,0.270616739,,
80315,-0.478165734,0.270756463,,
10153,0.473728018,0.270760529,,
8087,-0.473270684,0.270767864,,
30812,-0.800856038,0.270780706,,
2734,-0.553758397,0.270826819,,
26953,-0.492593269,0.270988753,,
100505648,-0.673552183,0.271010876,,
5936,0.455115955,0.271213501,,
11216,-0.423129129,0.271328876,,
51163,0.538710223,0.271362612,,
9377,-0.517637859,0.271561485,,
999,-0.985315778,0.271815147,,
79607,0.473973428,0.27192006,,
51398,0.460118267,0.27201265,,
2395,-0.518773009,0.272065217,,
9365,-0.964258516,0.272132836,,
51478,-0.592737686,0.27246867,,
56993,0.495637779,0.27260582,,
379025,0.493091097,0.2726155,,
339318,-0.572723837,0.272823154,,
80333,-1.461618061,0.273065799,,
81844,0.701592618,0.273074666,,
90835,0.919943164,0.273122402,,
11231,-0.414584125,0.273159407,,
687,-0.665952305,0.273567018,,
6328,0.952224566,0.273598722,,
64965,-0.430675494,0.273613599,,
25953,-0.475935858,0.2736235,,
143458,0.696639539,0.273638371,,
8562,0.537380401,0.273771991,,
55449,-0.975058825,0.273845436,,
9491,0.462985287,0.273850389,,
30815,-0.828599737,0.273885292,,
1654,0.436579537,0.273903925,,
4603,-0.736374568,0.273921133,,
1039,0.858381168,0.273937054,,
80145,-0.509053567,0.274046773,,
10998,-0.645775799,0.274082747,,
1,-0.705891676,0.274173865,,
3425,0.606244515,0.274205993,,
91392,0.681158728,0.274434334,,
101929215,1.218951364,0.274462733,,
79004,-0.488004487,0.274503531,,
55745,-0.439687535,0.274588413,,
51096,0.440303888,0.274669066,,
93986,-0.883662082,0.274750367,,
8731,-0.482100526,0.274790486,,
101927233,-0.725380376,0.274814829,,
8462,0.635066535,0.27486227,,
3897,-1.890788179,0.274897558,,
493911,0.549980436,0.274947988,,
80059,-1.394116193,0.274957258,,
1678,0.627242099,0.274966016,,
92305,0.4880668,0.275013394,,
3710,0.796686555,0.275071702,,
56983,0.501444433,0.275646779,,
949,-0.563550279,0.275658612,,
10766,-0.567322851,0.275684524,,
157627,-1.520080557,0.275690367,,
84171,0.829861794,0.275715927,,
10904,-0.593907634,0.275760354,,
115548,-0.5071663,0.27597621,,
56259,0.495233934,0.276042441,,
147166,-0.559250988,0.276129219,,
84525,1.362709801,0.276135598,,
55768,0.456035396,0.276188023,,
64769,-0.465988713,0.276199763,,
7336,-0.581194149,0.276210429,,
50855,-0.966019132,0.276284794,,
63910,0.75632641,0.276521293,,
6787,0.486535952,0.276643905,,
1212,-0.666194509,0.276828704,,
8996,0.617429562,0.276923426,,
375449,-0.792749782,0.276980934,,
