entrez_id,logFC,PValue,,
22845,1.211338152,0.019840227,,
5587,1.120622267,0.019847058,,
54898,2.245729321,0.019874833,,
195827,1.272630132,0.019879064,,
9645,-2.402526927,0.019882647,,
64744,-1.386421468,0.019884316,,
63877,-0.877971735,0.019891461,,
84908,1.35539219,0.019936461,,
25802,1.290521343,0.0199528,,
50863,-1.003752467,0.01995782,,
9526,1.114546733,0.019965244,,
55907,-1.296769984,0.020011194,,
29,-1.706248928,0.020014763,,
8675,-0.983330046,0.020042825,,
440556,-3.015636311,0.020052954,,
84258,-2.964604668,0.020056047,,
2618,0.974416496,0.020056664,,
55183,-0.973964279,0.020061326,,
202151,-2.056048264,0.020088097,,
5322,2.711567295,0.020111005,,
55753,-3.259784217,0.02014766,,
100852410,-1.684554938,0.020174442,,
5297,-2.003151019,0.020189048,,
2232,1.744314472,0.0202221,,
100529145,1.302627373,0.020230437,,
23646,-1.646089528,0.020236608,,
10461,1.409111411,0.020290665,,
115286,-0.947333301,0.020302453,,
8424,1.406916589,0.020306609,,
7866,1.142641314,0.02030935,,
478,-3.732026565,0.020312616,,
55812,-1.060593356,0.020339582,,
54734,1.652137628,0.020370562,,
101954267,1.779010845,0.020389792,,
23179,-0.90690012,0.020437449,,
23466,-1.465139778,0.020442785,,
4193,2.956342598,0.020486981,,
26059,-2.910571351,0.020496844,,
3990,-2.005557983,0.02050054,,
389362,1.20646191,0.020520665,,
27434,1.172087384,0.020559705,,
65265,1.013605646,0.020571406,,
32,-1.300260238,0.020575395,,
8844,-0.984803588,0.020587688,,
51128,-1.21990216,0.020605986,,
84444,1.008528865,0.020612582,,
80380,1.960274177,0.020624962,,
4255,-1.858643415,0.020671169,,
8683,0.912566247,0.020707847,,
6595,-1.150094209,0.020721639,,
6000,-3.382871495,0.02075742,,
23353,0.897541637,0.020765687,,
90187,1.743877175,0.020814573,,
4792,1.202019409,0.020836582,,
6624,1.075062996,0.020840445,,
55556,-1.695301742,0.020853338,,
145567,-1.235024295,0.020871228,,
92667,1.372908041,0.02092145,,
26233,1.317843369,0.020922269,,
7082,-1.388013848,0.020972098,,
22885,-1.950093696,0.020989864,,
10413,1.612128496,0.020996629,,
57122,2.549324413,0.021003372,,
132946,2.05764516,0.021003939,,
3728,-1.811009109,0.021061937,,
6647,-1.026216498,0.021064706,,
128,0.96146169,0.021141273,,
6721,-1.102961376,0.021164623,,
4329,-1.247151228,0.021286901,,
126069,1.105937851,0.02129182,,
51619,0.905102076,0.021298906,,
4855,1.37064579,0.021301528,,
84255,1.055798541,0.021332881,,
3250,-3.554306885,0.021333023,,
5608,-0.973809879,0.021353433,,
162993,-0.969294341,0.021391525,,
5537,-0.954527318,0.021391871,,
220001,1.437574079,0.021397407,,
66036,-1.023716721,0.021414705,,
127829,-0.954734647,0.021422769,,
7873,1.010108486,0.021430002,,
57335,1.100486959,0.021463878,,
7097,1.665884542,0.021475278,,
55213,-1.167366171,0.021482869,,
9513,-0.882406434,0.021487252,,
26471,1.823257476,0.021500668,,
9825,-1.174320795,0.021540725,,
54541,1.390500712,0.021541696,,
201799,1.627871298,0.021547361,,
2665,-0.961866356,0.021554381,,
84216,-1.090227103,0.021558883,,
26834,-1.07603461,0.021563896,,
2332,-0.861768176,0.021597596,,
7813,-1.156227914,0.02159978,,
8908,1.498775667,0.021614887,,
100302113,-2.041784701,0.021627872,,
7296,0.987993619,0.02163036,,
7957,-1.010173762,0.021684201,,
9639,-1.405565039,0.021729907,,
1525,-0.981073613,0.021738082,,
100505746,-1.592766807,0.021745528,,
83695,1.032769291,0.021755327,,
54988,-1.798429832,0.021764861,,
4752,-1.738893837,0.021765729,,
9863,-1.052591378,0.021775296,,
367,2.180065755,0.02180331,,
54472,-1.744140172,0.021815409,,
29950,1.204820373,0.021833041,,
728752,-1.105009745,0.021893825,,
2852,2.014325588,0.021915426,,
30850,-1.595344391,0.021915779,,
2582,1.452501959,0.02195525,,
2556,-3.661971871,0.02196183,,
217,-1.003432409,0.022001674,,
51154,1.134136753,0.022011947,,
473,-1.103844025,0.022027193,,
1515,-2.121255905,0.022091707,,
2161,3.251554779,0.0221052,,
6868,0.981590401,0.022109787,,
5002,1.90740188,0.022124067,,
286183,1.349721043,0.022133471,,
9813,-1.264423975,0.022148604,,
283970,-1.234905979,0.022154476,,
9592,1.155453021,0.022156862,,
57549,2.423477969,0.022165467,,
221264,-1.103215003,0.022184432,,
6309,-1.210115592,0.022190132,,
4539,-1.210158823,0.022239892,,
27032,-0.88935605,0.022290904,,
318,-0.998495438,0.022295531,,
8884,0.988770227,0.022324112,,
83850,-2.321343371,0.022338025,,
51074,-1.271197354,0.022371858,,
6583,1.462631076,0.022392401,,
57724,-0.865433128,0.022399756,,
144535,-1.706067357,0.022403896,,
8578,1.35312405,0.022406554,,
29960,0.98393082,0.022409623,,
4125,1.270477783,0.022410997,,
83858,1.041754158,0.022436618,,
58477,1.181248619,0.022436798,,
8851,-2.379041581,0.022475502,,
79762,-3.367327641,0.022514721,,
284161,-0.924891863,0.022533974,,
10039,1.133569836,0.022534621,,
83394,-3.19537231,0.022538623,,
23362,-1.309478331,0.022566802,,
80308,0.919668729,0.022585917,,
64130,-1.518299728,0.022587074,,
5780,1.321363679,0.022625451,,
7037,1.380013732,0.022650311,,
10724,-1.004445638,0.022724461,,
9960,1.163020234,0.022770106,,
7204,1.419399878,0.022779948,,
100288175,-1.770960699,0.022788603,,
54502,1.686424096,0.022813576,,
4277,1.942080647,0.022835303,,
53616,-1.313296857,0.022854922,,
51606,-1.352264414,0.022876341,,
23261,-1.424403083,0.02298433,,
348995,1.002093689,0.023010495,,
84660,-1.26378838,0.023047188,,
144203,2.726631102,0.023075433,,
55720,0.97069205,0.023099256,,
11099,1.061882976,0.023220066,,
4891,-1.067780995,0.023250434,,
152185,0.984680152,0.023262411,,
5917,0.949613436,0.023294107,,
4294,-1.668655965,0.023317623,,
54733,1.905637593,0.023355797,,
54962,1.099500533,0.023360489,,
25771,-0.899177021,0.023360521,,
26018,1.321435502,0.023385941,,
11016,-1.427290551,0.023407052,,
7764,1.391118002,0.023407378,,
23025,-3.194358586,0.023435928,,
54826,-1.029460289,0.023478949,,
170261,-3.173346777,0.023495515,,
100128822,1.288611603,0.023496093,,
51306,-0.904873625,0.023516762,,
6860,-4.258901746,0.023554856,,
79815,-2.014618971,0.023600005,,
5106,1.443777841,0.023600205,,
5585,1.031377253,0.023624123,,
9743,-1.608828088,0.023631604,,
2597,1.166333933,0.023692587,,
88745,0.911514315,0.023714166,,
348645,1.638879891,0.023719525,,
1742,-2.134076775,0.023781608,,
117155,-1.526888831,0.023791211,,
149773,1.985899843,0.023870518,,
22999,-2.831750289,0.02388173,,
11331,0.929901364,0.023909031,,
4580,0.973247305,0.023963259,,
80305,1.042994459,0.023985345,,
91147,1.468633597,0.024044616,,
23047,-1.002570725,0.024048175,,
53822,-2.861549737,0.02405597,,
100506144,1.360585606,0.024078324,,
8483,1.329300466,0.024086103,,
51428,1.172896716,0.02418174,,
3295,-1.217508476,0.024208358,,
3939,1.800997408,0.024290642,,
11285,1.123154724,0.024328474,,
5441,1.190350632,0.024344609,,
157,-1.765826708,0.024368216,,
51477,1.496964563,0.024389125,,
64756,-1.080968937,0.024408567,,
401491,-1.763464984,0.024416241,,
7761,-1.758748207,0.024450694,,
9448,-1.411607998,0.024492801,,
100131060,-2.244405374,0.024508228,,
109616976,1.332809906,0.024522263,,
728215,-2.349330086,0.024532473,,
51260,1.016527142,0.024580208,,
80195,-1.019103002,0.024612421,,
7059,1.45188451,0.024623823,,
4077,-1.022948975,0.024681033,,
80227,-1.024258316,0.024686229,,
23035,-1.225881819,0.024725569,,
94121,-1.478172193,0.024771729,,
1294,1.38532765,0.024857011,,
352954,-1.408036729,0.024909611,,
353497,-1.1148188,0.024997121,,
339327,-1.170825884,0.025050077,,
10670,-0.925295573,0.025053936,,
4535,-1.304832849,0.025063242,,
10673,1.535405118,0.0250775,,
64116,1.76473218,0.025095605,,
3189,-1.034538756,0.02511874,,
51573,-0.988883519,0.025129493,,
8850,-1.307501703,0.025130246,,
421,1.076156997,0.025130332,,
3778,-2.46850041,0.025130897,,
29766,0.902567791,0.025226606,,
56548,2.291352369,0.025242341,,
6891,1.179964172,0.025256559,,
347475,-1.770195199,0.025298737,,
4808,-3.123858014,0.025322159,,
4784,-1.002305848,0.025369807,,
6130,0.91259266,0.025372841,,
256158,3.548259967,0.025379321,,
3749,-2.336922903,0.02540225,,
100506637,-1.446583661,0.025403487,,
71,0.957645025,0.025413806,,
2191,1.732882309,0.025435756,,
79752,-0.842469456,0.025467883,,
221078,-1.085634073,0.02547424,,
93611,-1.44912981,0.025486544,,
6895,1.099185168,0.025532803,,
84650,1.298712472,0.025600957,,
84071,-1.083343618,0.025661332,,
8522,-2.069330689,0.025676621,,
7639,1.057304597,0.02567874,,
158584,-1.459272915,0.025705857,,
7538,1.900480811,0.025726516,,
54939,0.934061448,0.025753353,,
22994,1.07359022,0.025768772,,
144321,-1.853545197,0.025778311,,
4190,-1.48115868,0.025791819,,
4363,1.132438144,0.025835068,,
2356,0.953502785,0.025935407,,
27289,-2.189771856,0.025936022,,
53916,-1.16740506,0.026026332,,
9946,-0.895574967,0.026034917,,
9819,-0.94810904,0.026045285,,
954,-2.198595918,0.026056318,,
23120,-2.692218374,0.026057297,,
4858,-1.339538235,0.026078603,,
7781,-4.04463612,0.026116304,,
63971,-1.280582622,0.026133884,,
54865,1.18118537,0.026179297,,
4067,1.228252865,0.026197803,,
2562,-3.4798,0.02626483,,
53373,-1.137039759,0.026307556,,
8036,-1.045705868,0.026322633,,
339344,-1.624095177,0.026332079,,
25978,-1.214756205,0.026340902,,
55111,1.17221247,0.026347288,,
54442,1.118280606,0.026424376,,
328,0.907410168,0.026473452,,
8237,-1.242149477,0.026501436,,
51705,1.58505847,0.026540565,,
947,1.659668209,0.026551883,,
55329,1.073148709,0.026575983,,
814,-2.872774408,0.026650475,,
203259,-1.0469092,0.026717464,,
7127,1.8393314,0.026763238,,
4508,-1.281021956,0.02682933,,
375287,1.129692905,0.026846033,,
93109,1.822351406,0.026853552,,
399761,-1.278583927,0.026862432,,
66008,-1.036087569,0.026881649,,
51617,-3.272705212,0.0268926,,
1634,1.62657703,0.02689404,,
348926,1.336882236,0.026897711,,
29925,1.426022628,0.026948813,,
5463,-1.186984457,0.026962785,,
5990,1.071495355,0.026971481,,
7089,1.104522321,0.026981044,,
6575,-1.089923182,0.026992155,,
773,-1.938928246,0.026993089,,
25788,1.061208203,0.02699859,,
90203,1.068394646,0.027022432,,
3479,-2.250723361,0.027063248,,
552,2.814476627,0.027073337,,
9843,-1.434058874,0.027098551,,
53834,1.391974029,0.027115946,,
5335,1.226348013,0.027188084,,
4552,-1.102514642,0.027219235,,
84239,1.229987231,0.027252807,,
260294,1.201367137,0.027254161,,
285456,-1.405359091,0.027308647,,
311,-1.639680278,0.027312043,,
10513,-1.006220411,0.027318033,,
64843,2.076265532,0.027347211,,
84942,0.9409965,0.027354554,,
79912,-1.083195983,0.027359874,,
158931,-3.197219971,0.027401422,,
388335,1.361111925,0.027401705,,
202299,-1.801518006,0.027478229,,
9181,-0.967270848,0.027481284,,
8906,-1.27745819,0.027501777,,
4162,1.252652324,0.027533562,,
51529,0.902541754,0.027539479,,
9274,1.012083179,0.02754025,,
858,2.057828961,0.027568845,,
3609,0.864961167,0.027581907,,
100861548,1.176963924,0.027620392,,
57706,-0.953898678,0.027631128,,
51201,-1.837707466,0.027636632,,
6285,-1.701358496,0.027710013,,
23524,-0.975334795,0.027712589,,
23218,1.190042013,0.02775536,,
220136,-1.393210735,0.027779707,,
2675,-3.640347481,0.027788202,,
29108,1.330962831,0.027830155,,
84272,-0.949233745,0.027831079,,
105369748,-1.280639947,0.027890176,,
54545,-0.885164801,0.027900858,,
83786,1.011924259,0.027925275,,
9217,-1.033972245,0.027929583,,
5740,2.345136095,0.027934796,,
573,-0.991730417,0.027981084,,
100505636,-1.568364658,0.028037907,,
26259,0.959674188,0.028056176,,
23248,-0.913240609,0.028076712,,
4753,-3.014392348,0.028089076,,
1638,2.27840441,0.028121263,,
114049,0.939896022,0.028134389,,
8321,1.351308105,0.028150065,,
57144,-3.194258378,0.028179816,,
150709,-1.230639902,0.028194688,,
196051,-1.520813493,0.028207096,,
4703,1.246661591,0.028212417,,
8658,-0.894706411,0.028217854,,
3241,-1.814018079,0.028219244,,
9953,3.455766784,0.028233446,,
115677,1.504615874,0.028252496,,
50628,0.983069149,0.028255308,,
7325,-1.274247728,0.028299281,,
118813,-1.008173254,0.028306683,,
1876,0.909607575,0.028318391,,
27067,-1.037162602,0.02833498,,
1831,-0.904008279,0.028398666,,
3122,1.611920636,0.028486646,,
5481,-0.881527405,0.028526184,,
83851,-2.825889892,0.02852805,,
4643,-1.775721361,0.028537543,,
130132,-1.597476052,0.028601369,,
25817,-1.328154943,0.028605891,,
2259,-2.316148286,0.028638424,,
4625,2.074415375,0.028646,,
54777,-2.232247512,0.028669398,,
81552,1.408852277,0.028729347,,
23421,1.185855211,0.028739582,,
5430,-0.841499303,0.028740563,,
112399,-1.426819901,0.028785426,,
200558,-1.120250548,0.028804379,,
57677,-0.986298182,0.028813755,,
2824,-1.407994163,0.028822549,,
28988,0.869018208,0.028844553,,
101930370,-1.332650627,0.028867932,,
284131,-0.980912794,0.028874156,,
6181,0.924990561,0.028886914,,
84304,0.992946735,0.028918166,,
22852,-0.947396298,0.028967591,,
25939,0.905555667,0.028982088,,
6752,-3.34769781,0.028987883,,
58493,-0.995362134,0.029030656,,
54619,1.101821857,0.029068223,,
10195,1.148298069,0.029072985,,
8777,-0.974838444,0.029100898,,
3419,-1.088727878,0.029118174,,
56889,-0.864736091,0.029171798,,
57053,1.440023335,0.029172218,,
51560,-2.412152378,0.029221716,,
1628,-1.188824297,0.029255371,,
8862,1.586798469,0.02928212,,
101928846,-1.517311726,0.029388336,,
58506,-1.067000188,0.029423771,,
4300,-0.85157611,0.029480797,,
284370,-0.913869996,0.029484084,,
30813,-2.524419651,0.02950717,,
25992,-1.628326975,0.029508498,,
3614,1.867515306,0.029516598,,
246744,-1.91688224,0.029538179,,
57118,-2.054735017,0.029547998,,
28998,0.985524551,0.029567754,,
64895,-0.857433275,0.029589883,,
55133,0.979693425,0.029598104,,
2878,2.874829924,0.029674717,,
285638,1.905657616,0.029697173,,
669,0.917890396,0.029714344,,
6638,-1.388116463,0.029718442,,
134728,0.975272277,0.02975084,,
389136,1.92469818,0.02976009,,
351,-1.045074817,0.029790203,,
2553,0.94661037,0.029813431,,
644139,2.290787046,0.029848136,,
203062,-1.085274607,0.029859712,,
283638,-2.418133193,0.029903043,,
83607,0.841221349,0.029911484,,
169200,-1.429536009,0.029924257,,
7922,0.9637376,0.029937444,,
4240,1.595486981,0.029944726,,
25789,-2.133176848,0.029971909,,
230,-1.354046975,0.029988811,,
83737,-1.218365827,0.030018405,,
84281,-1.789139508,0.030039343,,
374786,-1.358763473,0.030041944,,
127254,-3.391818337,0.030057178,,
6888,-1.220997318,0.03006816,,
6232,1.006141282,0.03009682,,
83538,1.227401529,0.030123174,,
130827,1.616623695,0.030127533,,
55754,-0.908666282,0.030128237,,
9522,-0.938774203,0.030136301,,
284757,-1.628235475,0.03016289,,
27020,-1.705542539,0.030191051,,
84445,-1.178907138,0.030199803,,
90313,1.171991417,0.030241666,,
54682,-1.17982456,0.030246767,,
284998,1.385572568,0.030258038,,
23185,-0.915191921,0.030282034,,
7378,1.299026129,0.030291032,,
9533,0.95773226,0.030304825,,
9079,-2.503124983,0.03031344,,
22882,-1.317374182,0.030406749,,
644242,-2.729088579,0.030434157,,
53829,-1.643372763,0.030521474,,
4205,-1.052552379,0.030523809,,
4204,-0.990548469,0.030540807,,
29089,2.30248852,0.030565277,,
100874361,-2.379195697,0.030578625,,
57608,-1.924115472,0.030589937,,
8775,-1.061501533,0.030618846,,
27332,-1.026143424,0.030666235,,
151242,2.499003735,0.030680856,,
1613,1.134726099,0.030712073,,
389289,1.836441775,0.030712358,,
4893,0.931393628,0.030738145,,
60509,0.849766307,0.030894359,,
84502,-2.786699901,0.030947449,,
54914,-1.422957012,0.030948985,,
79856,-1.980441687,0.03103052,,
79022,1.83131837,0.031072604,,
8663,1.082158016,0.031103419,,
200373,-2.01795761,0.031117001,,
5609,-0.923220884,0.031226729,,
285605,-1.064741994,0.031237344,,
8904,1.14563555,0.031244394,,
115209,-1.172122205,0.031293432,,
79635,-1.323840032,0.03129575,,
10885,0.96893339,0.031299055,,
2904,-3.735776167,0.031361745,,
129642,-1.009501747,0.031382799,,
130271,1.304589215,0.031398227,,
55206,-0.911377691,0.031409029,,
100862692,-1.611022239,0.03141669,,
4600,1.821361812,0.031423031,,
360023,-0.831904018,0.031499021,,
729603,1.153664548,0.031615143,,
3145,1.128681141,0.031686327,,
3675,2.569555189,0.031701031,,
5141,-2.174819111,0.031721668,,
283248,1.837741939,0.031727168,,
9683,-0.858242762,0.031746254,,
84875,1.319601962,0.031769563,,
26256,-1.696033763,0.03177644,,
3598,3.774043281,0.031837228,,
54788,-0.875762004,0.031845558,,
26235,-0.940590253,0.031919569,,
129303,1.18253763,0.031927757,,
100506795,1.904809622,0.031952116,,
8671,1.868777312,0.031962583,,
57570,0.882383692,0.031981906,,
9139,-0.944712211,0.03198724,,
84657,1.425533026,0.03200035,,
677840,1.260992379,0.032128075,,
9783,-3.061807558,0.032197011,,
284751,2.362780428,0.032228728,,
5558,1.09309407,0.032240406,,
4245,0.853807559,0.032253535,,
5822,-0.946360591,0.03226132,,
51510,-0.930100436,0.032283503,,
11332,-1.559784834,0.032380328,,
1326,1.433205319,0.032407108,,
10019,1.086763612,0.032412131,,
283755,-1.247066105,0.032425525,,
84804,1.428910326,0.032551468,,
9732,-1.107907599,0.032589193,,
9495,-2.957142412,0.032602294,,
121227,-1.671024281,0.032626151,,
115004,1.495656309,0.032660665,,
8309,1.381019938,0.03268626,,
136332,1.982705419,0.03275274,,
6171,0.862997554,0.03276231,,
6201,0.844680761,0.032896925,,
5063,-2.884375511,0.032906178,,
65268,-2.577793617,0.032917687,,
51593,0.895633596,0.032937228,,
554206,-1.175819044,0.03296593,,
6193,0.991967513,0.032966882,,
1911,0.833301522,0.032984461,,
552889,-1.003351642,0.03299242,,
91614,-1.917275851,0.03300722,,
84100,-0.961898539,0.033053315,,
53615,1.063136305,0.03307195,,
3028,1.062059085,0.033135226,,
5245,0.957353104,0.033138163,,
6305,-0.899165223,0.033143577,,
202052,-0.860991757,0.033188572,,
79918,0.993525401,0.033197366,,
950,-1.251406876,0.033216045,,
100506421,1.366305859,0.033233324,,
8495,-1.636020393,0.033240741,,
514,0.927021928,0.033248884,,
1736,0.902309134,0.033309019,,
6748,0.871973022,0.033320725,,
7620,1.267599094,0.033353327,,
50840,-1.199809786,0.033403391,,
2584,1.197576749,0.033410869,,
23275,0.962931287,0.033441157,,
10983,-0.807340285,0.03347129,,
339977,2.296541851,0.033509233,,
1793,-1.233270694,0.033545619,,
406962,1.548620534,0.033576144,,
100128594,1.393024483,0.033661748,,
9136,0.992793085,0.033686826,,
23762,-1.352721971,0.033691883,,
958,1.375987888,0.033713236,,
115353,0.952386586,0.033729896,,
10443,-1.017275928,0.033770081,,
1524,-1.589545522,0.033778339,,
54961,-1.27885332,0.033795985,,
219,1.160901716,0.033812729,,
56261,0.881303433,0.033834086,,
220296,-1.419736857,0.03385201,,
54891,-0.941655419,0.033900401,,
790,0.905183007,0.033926323,,
1674,4.615038365,0.033946328,,
1629,-0.8562701,0.033953082,,
126433,-2.005175922,0.03395538,,
102682016,1.503064164,0.03396507,,
50848,1.221080339,0.034027834,,
26009,-1.083523865,0.03403556,,
51629,0.840970776,0.034038345,,
129852,-1.17809312,0.03404545,,
9334,1.437277199,0.03405042,,
51390,-0.932651148,0.034077288,,
54069,1.042335099,0.034194876,,
3709,1.255107864,0.034312311,,
7122,1.832653924,0.034378991,,
83987,1.822656994,0.034430459,,
3912,2.752850922,0.034457482,,
64773,1.01433371,0.034460703,,
2950,1.015881535,0.03454349,,
4519,-1.295052028,0.034547351,,
5698,1.709690372,0.034572022,,
5519,-1.1364548,0.034631432,,
23619,-1.248116739,0.034656341,,
51696,-0.827057225,0.034662095,,
85004,-2.281631585,0.034682896,,
51433,-1.061732375,0.034701069,,
55534,-1.050686163,0.034721511,,
282974,-1.910488094,0.034735663,,
55857,-1.105936416,0.034737281,,
4857,0.858512623,0.034754997,,
8085,-1.038549819,0.034768774,,
23520,-2.512795395,0.034778149,,
63035,-1.072253367,0.034788467,,
285368,-1.84933448,0.034796701,,
401505,1.052085372,0.034822861,,
147991,1.132982837,0.034919573,,
9104,-1.424048667,0.034922653,,
222962,2.493574676,0.034927252,,
768211,1.388474212,0.034957022,,
26123,0.913847356,0.034970974,,
147670,-2.048267013,0.034977775,,
92815,1.401303439,0.035012463,,
440026,-1.070276637,0.035042139,,
27152,-0.905522612,0.035047455,,
55275,-1.045236329,0.035062064,,
9318,-0.845873111,0.035161521,,
1031,1.757192276,0.035289071,,
10855,1.560541216,0.035292451,,
57559,-1.38885796,0.035310186,,
375057,-2.262532175,0.035328492,,
57125,1.801559793,0.035389937,,
10952,0.931729089,0.03541044,,
8786,-1.260404663,0.035428059,,
10473,0.864704426,0.03543857,,
126789,1.313124684,0.035444736,,
196403,2.435660403,0.035461395,,
64601,1.05183373,0.035479488,,
2091,0.874453499,0.035509453,,
81691,1.671662684,0.035521226,,
3005,1.157021382,0.035526976,,
490,-1.934730876,0.035533341,,
117178,-1.826861848,0.035555328,,
57143,-1.026592884,0.03563613,,
105373984,1.488086838,0.0356463,,
5476,1.076467035,0.035656163,,
100286844,-1.466221718,0.035658448,,
283856,-1.250068931,0.035710196,,
113675,1.50839331,0.03571328,,
873,-1.621164959,0.035737154,,
55171,0.966941298,0.035757695,,
10439,-2.522810816,0.03579911,,
84447,-0.954516748,0.035800938,,
5865,-3.345530842,0.035920937,,
2272,-1.854232926,0.035974743,,
4093,-1.633382024,0.03602091,,
26063,1.032291804,0.036042339,,
114898,1.826576213,0.036104498,,
6038,1.414815582,0.036106396,,
29767,-1.365626823,0.036137019,,
101928307,-1.154263857,0.036218221,,
215,1.167743224,0.036230373,,
100507567,-1.310952705,0.036230414,,
7562,-1.252480133,0.036256783,,
1850,-1.707386126,0.0362814,,
440446,-1.682908629,0.036332595,,
11166,1.225849547,0.036391314,,
55262,1.202023695,0.036544388,,
728130,-1.519016823,0.036587346,,
9802,-1.117613563,0.036601737,,
26036,-0.942237924,0.036622314,,
10867,1.731807421,0.036623249,,
10061,0.865696632,0.036633521,,
1981,0.97156337,0.03663875,,
414919,1.001562283,0.036667321,,
57596,-2.283843611,0.036673106,,
9921,-0.75641559,0.036691443,,
6157,0.921004671,0.036784992,,
221981,1.624325854,0.036812187,,
4121,-1.655154753,0.036912073,,
3321,2.27384837,0.036923785,,
201134,1.003798912,0.036928143,,
56252,-0.820546366,0.036972289,,
283742,-0.776839823,0.036972387,,
83451,1.126923158,0.03698781,,
64921,-0.796716437,0.037010607,,
6204,0.834143892,0.037025984,,
55069,0.864438587,0.037111624,,
5412,-1.183327447,0.037138967,,
154796,-1.579929079,0.03714729,,
27175,-0.874879004,0.037182233,,
9049,-0.8772217,0.037189944,,
1786,0.784615691,0.037201083,,
83707,0.931653451,0.037205404,,
51267,1.820720476,0.037232903,,
9230,-0.850759843,0.037261302,,
5229,0.931452916,0.037270409,,
402,-0.981008924,0.03729094,,
6642,-1.029444253,0.037297088,,
2033,-0.859934846,0.037512857,,
339210,-1.49822731,0.03752959,,
55260,-1.076743946,0.037559803,,
9897,-1.045070993,0.0375646,,
27166,1.066507289,0.037605834,,
143689,-1.606719299,0.03764314,,
2495,-1.226768468,0.037643337,,
152273,1.462744084,0.037680841,,
84077,-1.220111346,0.037732782,,
3978,1.064274852,0.037783689,,
56902,0.846215586,0.037807475,,
55568,1.149221429,0.037861297,,
84376,-0.814657269,0.037900959,,
9261,1.034802023,0.0379277,,
100505635,1.391242445,0.037941533,,
619208,-1.049347145,0.037949802,,
6837,0.88032536,0.037975603,,
55187,-0.807887562,0.03802883,,
23474,1.010092208,0.038091745,,
57568,1.356184787,0.038131494,,
57710,1.000135665,0.038180173,,
51019,-0.868168371,0.038190425,,
55274,-0.926764897,0.038255991,,
107986100,-1.459763502,0.038269278,,
79041,-2.09861259,0.038279447,,
400986,-0.949073167,0.038303331,,
4296,-1.049471413,0.038322636,,
55706,0.863966239,0.038342927,,
4781,0.91868426,0.03838061,,
3736,-3.11093175,0.038387612,,
653140,-1.379372544,0.038422259,,
26871,1.427183919,0.038437224,,
84820,1.125875403,0.038536777,,
105376114,-1.260877023,0.03855649,,
128434,-3.459211072,0.038579672,,
6507,1.210644959,0.038589864,,
7403,-1.118988754,0.038657424,,
8772,0.989588298,0.03867401,,
285203,0.867586314,0.038677691,,
11313,1.262969719,0.03867891,,
26960,-1.730170249,0.038692479,,
642819,-0.961881459,0.038701348,,
79839,1.550657493,0.038706697,,
785,-1.844834572,0.038713386,,
10749,-1.124467856,0.038732414,,
340526,-1.221748484,0.038749688,,
2170,-2.557524077,0.038755035,,
57048,1.464888437,0.038758076,,
3566,1.324579876,0.038764715,,
64112,-1.81304716,0.038764875,,
23329,-2.118839978,0.038779393,,
57669,0.808905169,0.038825058,,
147807,-1.006443161,0.038859248,,
6604,1.483619822,0.038900095,,
90379,0.928921643,0.038923748,,
10123,2.423274065,0.038993773,,
101927547,-1.467560782,0.0390065,,
286006,1.358081098,0.039020999,,
5170,-0.920383124,0.039041483,,
554251,-1.125953035,0.039066735,,
2844,-0.804504272,0.039094766,,
7559,0.829064531,0.039170359,,
54557,-1.387499631,0.039195796,,
222696,0.999265053,0.039235484,,
1163,1.034807022,0.039245263,,
10391,-0.98181961,0.039252645,,
100130776,2.154948936,0.03929096,,
8764,1.584597045,0.039299317,,
1869,1.006147937,0.039300781,,
2799,1.07590795,0.039304264,,
53346,-1.267316541,0.039335987,,
339122,1.173642921,0.039437633,,
161779,-0.960294813,0.039471236,,
1463,1.243662086,0.039487931,,
10818,-1.07844282,0.039550535,,
5859,0.817439288,0.039610538,,
84896,-0.854017222,0.03963971,,
26151,0.830944549,0.039669125,,
253724,-1.251917787,0.039689773,,
55686,1.609349119,0.039719211,,
54165,-0.914489256,0.039721547,,
3480,-0.818749101,0.039760687,,
6434,0.899295154,0.039770428,,
100132247,-1.267619615,0.039817115,,
677808,1.178986639,0.039890902,,
8519,1.416912105,0.0398927,,
84059,1.364355853,0.039916952,,
126792,1.03250952,0.039951048,,
56896,-1.231385171,0.03997498,,
2784,1.627093945,0.039995276,,
7291,2.65595194,0.040008207,,
2262,-1.480042484,0.040031508,,
401541,0.990475525,0.040058632,,
23217,-2.723968599,0.040122861,,
57519,-1.359188919,0.040166679,,
100507433,-1.09922685,0.04022545,,
51527,-0.95297416,0.040275217,,
11224,0.84871776,0.040293604,,
80270,1.633960811,0.040326857,,
401398,-1.362028769,0.040375695,,
4259,-0.834440731,0.040396609,,
10566,-1.409756002,0.040401381,,
6165,0.852226702,0.040409668,,
54476,0.825773596,0.040483338,,
5071,-1.456314077,0.040516159,,
64282,-0.876607073,0.040546191,,
9457,1.563026736,0.040554311,,
55521,-1.265548639,0.040567452,,
22878,-0.829618885,0.040581874,,
115416,0.85020317,0.040584881,,
10419,0.834587234,0.040612436,,
101101775,1.421055023,0.040724356,,
147011,1.377345619,0.040762273,,
374887,-1.480288468,0.040762385,,
4846,1.431668682,0.04076856,,
9331,-2.359985697,0.040798146,,
2581,-1.11354319,0.040836782,,
51367,0.873588273,0.041042012,,
8841,0.951444124,0.041063329,,
51129,1.648774047,0.041140581,,
