entrez_id,logFC,PValue
54836,-2.409783671,4.93E-08
101929238,-3.67567577,5.00E-08
55321,-1.69101532,5.06E-08
53405,-2.213906334,5.07E-08
26019,-1.203905095,5.08E-08
100129550,-1.204416262,5.17E-08
9844,-1.779925814,5.18E-08
6913,3.600562653,5.19E-08
51375,1.795694714,5.20E-08
6136,1.792335094,5.21E-08
6491,2.100953717,5.26E-08
5337,-1.929079221,5.28E-08
834,3.041877329,5.29E-08
729515,-0.982733134,5.31E-08
23291,-0.838581908,5.36E-08
346389,3.533190928,5.38E-08
23548,-1.007473046,5.41E-08
30818,-2.090885591,5.43E-08
642852,-1.483099805,5.50E-08
11104,1.120360383,5.53E-08
81577,-0.805792212,5.55E-08
9409,-0.892992704,5.59E-08
80304,1.083663663,5.61E-08
64087,1.07187044,5.65E-08
255167,-2.722630667,5.65E-08
7066,-1.916754964,5.66E-08
6942,-1.4350541,5.67E-08
51330,3.590472044,5.70E-08
196500,-1.941520442,5.71E-08
9517,-1.219245597,5.79E-08
84068,1.121576445,5.81E-08
977,2.393879795,5.89E-08
55830,0.912930531,5.89E-08
768206,-2.29573121,5.90E-08
56967,-1.809835586,5.90E-08
4751,3.289955908,5.95E-08
57690,-1.44296864,5.99E-08
5521,-1.342734463,6.01E-08
6310,-0.9749935,6.02E-08
9828,-1.320431343,6.03E-08
581,1.504912321,6.03E-08
80315,-1.188875211,6.03E-08
9741,1.647859414,6.09E-08
2120,1.437758261,6.13E-08
55813,0.830639156,6.16E-08
134285,-2.637678297,6.17E-08
10868,-1.078070196,6.19E-08
1615,1.103163156,6.20E-08
23207,-0.928618996,6.24E-08
3151,1.78748976,6.26E-08
54039,-2.096516414,6.28E-08
8633,-2.556440862,6.30E-08
51168,-2.124034287,6.35E-08
387,0.974238742,6.38E-08
79180,-1.200007634,6.39E-08
3921,2.262015585,6.41E-08
667,-1.483872203,6.44E-08
161436,-2.248824042,6.47E-08
105378231,-2.537073474,6.56E-08
3227,10.13495217,6.57E-08
5859,0.938862479,6.59E-08
51002,1.206292044,6.62E-08
11119,1.954309242,6.67E-08
64778,2.288242636,6.68E-08
728841,2.199298611,6.68E-08
27166,1.333493203,6.68E-08
1808,-1.214698429,6.81E-08
9498,-1.345800349,6.85E-08
23367,-1.131075044,6.88E-08
64091,1.861712979,6.90E-08
9689,1.107236164,6.91E-08
64598,1.308609493,7.02E-08
5425,1.331071626,7.03E-08
64854,-1.360937702,7.03E-08
2114,-1.454372881,7.06E-08
107986266,-2.427571649,7.11E-08
163,-0.820990055,7.14E-08
25913,1.366883577,7.14E-08
229,-1.872170947,7.17E-08
11130,2.480779767,7.19E-08
7576,1.713567053,7.19E-08
201627,0.835649352,7.23E-08
387758,2.142010261,7.28E-08
27175,-1.139212111,7.32E-08
9261,1.276883214,7.33E-08
3915,2.964744484,7.52E-08
79850,1.651790784,7.57E-08
100507463,2.487570978,7.58E-08
728833,2.618150021,7.65E-08
779,-2.868998461,7.70E-08
83855,-1.154957435,7.70E-08
55159,1.514378968,7.74E-08
10126,-1.104636736,7.76E-08
10946,0.813803405,7.79E-08
641467,-1.831782937,7.84E-08
6170,2.707179187,7.87E-08
10265,5.581561945,7.89E-08
374875,-1.114875819,7.90E-08
9162,-2.016426722,7.94E-08
3239,9.91679109,8.01E-08
9847,-0.932696115,8.01E-08
56829,1.603051244,8.06E-08
7867,1.591737463,8.09E-08
9789,1.001334297,8.09E-08
55332,2.366768216,8.12E-08
6210,2.261882708,8.13E-08
29929,1.74084147,8.13E-08
23048,-1.175267725,8.16E-08
147372,-3.593306983,8.34E-08
1719,1.865783356,8.35E-08
10044,-1.321364262,8.39E-08
148014,-2.74331009,8.39E-08
6189,2.891502166,8.40E-08
4690,1.229499366,8.42E-08
22998,-1.306848345,8.49E-08
6657,2.029113198,8.49E-08
811,1.474025342,8.49E-08
51629,0.980749771,8.51E-08
8841,0.847830566,8.56E-08
4668,1.659442187,8.58E-08
400619,2.623585924,8.63E-08
822,2.535983088,8.63E-08
8737,1.224848651,8.72E-08
5984,1.688165665,8.73E-08
4318,7.28670863,8.80E-08
4133,-1.830318984,8.84E-08
400043,2.842428711,8.84E-08
8729,-1.165875715,8.89E-08
169841,-1.330754649,8.93E-08
23066,-1.180567545,9.03E-08
8291,-2.005823881,9.09E-08
7581,-1.105230142,9.17E-08
7079,4.455516713,9.30E-08
50649,-1.673277378,9.32E-08
29127,1.951490345,9.42E-08
9649,-1.561163326,9.44E-08
400456,-2.008035694,9.51E-08
56940,-0.837464173,9.60E-08
9423,2.686192339,9.66E-08
79791,-1.021761117,9.69E-08
3231,-3.019666908,9.97E-08
2275,1.585782132,9.98E-08
11031,1.650477839,1.01E-07
202309,3.599646251,1.01E-07
101927498,-3.385489063,1.02E-07
54554,1.52060781,1.03E-07
6768,3.737537272,1.05E-07
23676,-3.726141894,1.05E-07
30834,1.845799492,1.05E-07
83636,-0.81605637,1.06E-07
10116,-0.833915007,1.07E-07
2172,-2.658677922,1.07E-07
22818,1.154996968,1.09E-07
3987,1.74880576,1.09E-07
26157,2.575113598,1.10E-07
23787,-0.992035914,1.10E-07
2316,2.591130143,1.11E-07
864,2.585241975,1.12E-07
397,2.293313942,1.13E-07
121268,-1.450180017,1.13E-07
83461,2.216783236,1.13E-07
6875,-1.398026378,1.14E-07
57455,-1.154073668,1.14E-07
26272,1.825885712,1.15E-07
10945,1.32160491,1.15E-07
54806,-1.171112728,1.15E-07
64376,-1.013207199,1.16E-07
100128927,2.669505109,1.16E-07
11075,-3.128535557,1.17E-07
342184,-2.057874197,1.17E-07
27301,1.080286563,1.17E-07
57662,-2.805513283,1.17E-07
11165,-0.775412028,1.17E-07
100127983,2.60452058,1.18E-07
9681,-1.07518609,1.19E-07
631,-2.13069487,1.21E-07
128338,1.555510802,1.21E-07
8612,-2.345895606,1.21E-07
493812,-2.080546846,1.22E-07
283106,1.813010319,1.24E-07
89891,1.880609679,1.24E-07
57787,-0.979756483,1.24E-07
57124,3.483134405,1.26E-07
55531,-2.150578764,1.26E-07
25831,-1.115666009,1.27E-07
346171,-3.039020424,1.28E-07
5094,0.893548237,1.28E-07
3105,2.636139366,1.28E-07
5251,2.44856002,1.28E-07
51029,1.946797258,1.28E-07
4188,4.241208315,1.29E-07
29123,-1.205315904,1.29E-07
283507,-1.74968637,1.30E-07
57608,-1.827920973,1.30E-07
55916,2.069736509,1.31E-07
4811,3.684802911,1.32E-07
64577,-2.048780917,1.33E-07
1809,1.931521843,1.33E-07
26136,2.177173172,1.33E-07
960,3.217148272,1.33E-07
129684,-3.010442037,1.35E-07
54828,-0.857847285,1.36E-07
22980,-0.741187332,1.36E-07
348840,-2.60276814,1.37E-07
60526,1.144420366,1.37E-07
10141,6.27783141,1.37E-07
10189,1.187496969,1.37E-07
92312,3.976884007,1.40E-07
400955,-2.270941327,1.40E-07
3225,7.743846668,1.41E-07
142686,-1.010246734,1.47E-07
100505588,-2.615005703,1.47E-07
653140,-1.452258045,1.47E-07
3785,-2.516242584,1.48E-07
79188,1.085484021,1.50E-07
4012,-1.037640812,1.50E-07
50861,-1.416068611,1.50E-07
4336,-3.236711436,1.51E-07
81031,2.44163355,1.51E-07
6742,1.321643518,1.53E-07
1586,-1.933652936,1.54E-07
81573,-0.718665244,1.54E-07
8439,0.974703812,1.56E-07
6376,-1.516971751,1.57E-07
27122,-1.546502877,1.58E-07
5090,1.882700824,1.58E-07
3792,-1.985495806,1.59E-07
5778,2.725653238,1.59E-07
100131454,-1.416184244,1.60E-07
1062,2.831723013,1.60E-07
2066,-2.19343104,1.61E-07
8803,-1.014018837,1.61E-07
113622,-1.632154015,1.63E-07
57452,-1.686789925,1.63E-07
51367,1.435091833,1.64E-07
53353,-1.705799202,1.65E-07
4175,1.669224769,1.66E-07
101928243,2.217203261,1.67E-07
116841,-0.72934632,1.67E-07
10455,1.428471715,1.68E-07
58494,1.704967338,1.68E-07
26276,-0.691046223,1.69E-07
8355,7.863061914,1.70E-07
101927204,1.70058513,1.72E-07
10384,2.122011075,1.72E-07
4092,-1.51214223,1.73E-07
7545,2.905502972,1.74E-07
92579,1.208223259,1.75E-07
60496,-0.808017832,1.77E-07
1967,0.653217251,1.77E-07
23440,7.043996969,1.78E-07
4155,-3.037176395,1.78E-07
51611,1.389590217,1.80E-07
114786,-2.59706305,1.81E-07
6209,1.677552201,1.81E-07
64927,1.197957401,1.81E-07
54962,1.239493534,1.82E-07
80333,-2.418458621,1.83E-07
23506,-1.011795853,1.83E-07
134265,3.027113146,1.84E-07
2982,-1.886915732,1.84E-07
155185,-2.075500453,1.85E-07
6261,-1.875007966,1.85E-07
81929,-0.776651194,1.85E-07
114112,1.309706184,1.86E-07
5346,-2.143613113,1.87E-07
151636,2.118025859,1.87E-07
6223,2.160068799,1.87E-07
729993,-2.464240398,1.87E-07
84078,-1.054104127,1.88E-07
64858,1.152239776,1.89E-07
57007,2.102667447,1.89E-07
5158,-1.518279905,1.89E-07
90313,1.589665704,1.90E-07
649,2.41576126,1.92E-07
58155,-1.266883764,1.92E-07
56245,4.270409069,1.94E-07
1315,0.991867489,1.96E-07
348235,1.202557525,1.99E-07
80185,1.173565501,1.99E-07
84904,2.718971306,2.01E-07
5627,3.137590492,2.01E-07
324,-1.225157933,2.03E-07
10300,-0.974094087,2.04E-07
3735,0.84116391,2.04E-07
11269,0.850570124,2.04E-07
80142,-0.884701148,2.04E-07
55647,2.350562112,2.05E-07
9687,-1.651419184,2.06E-07
375287,1.4259152,2.07E-07
88,-1.866577639,2.07E-07
27316,1.123281989,2.07E-07
100134713,-1.027006697,2.09E-07
79866,1.783811141,2.09E-07
78987,-0.941954048,2.09E-07
7248,-1.149904004,2.13E-07
153769,-2.807004073,2.13E-07
80119,3.16621619,2.13E-07
57545,1.323388351,2.13E-07
79068,-0.875458257,2.15E-07
2970,1.522054534,2.15E-07
51059,-1.950737662,2.16E-07
56704,-2.473209007,2.17E-07
51661,2.585792934,2.17E-07
865,1.126333963,2.17E-07
3615,1.063643499,2.18E-07
7045,5.128646481,2.18E-07
2634,3.224090012,2.20E-07
11245,-1.368769155,2.21E-07
7306,-3.243965114,2.22E-07
101929387,-2.394934098,2.22E-07
149775,2.721605597,2.26E-07
23338,-1.475624796,2.27E-07
55848,1.717534289,2.30E-07
374395,1.513730438,2.30E-07
114769,3.640331581,2.30E-07
53371,0.929626485,2.32E-07
8618,-2.22889273,2.32E-07
100505812,2.37955706,2.32E-07
58191,2.100306397,2.33E-07
7106,1.639508819,2.33E-07
6748,1.751063564,2.33E-07
137970,-2.82989683,2.34E-07
4232,3.733093648,2.39E-07
378,1.364108528,2.39E-07
100128731,1.826070625,2.40E-07
112609,-2.479404201,2.41E-07
56243,-1.935825627,2.42E-07
8463,3.313826083,2.44E-07
55847,-1.110341513,2.44E-07
9056,2.631251658,2.46E-07
23543,-1.527474427,2.47E-07
8531,2.177497728,2.50E-07
23300,-0.762924273,2.50E-07
101927692,-2.090326168,2.51E-07
92344,1.294566992,2.52E-07
29028,1.967093973,2.53E-07
57085,1.86130479,2.54E-07
1163,2.346366207,2.58E-07
55300,1.455780079,2.59E-07
9765,-0.847736322,2.60E-07
57205,1.501117609,2.61E-07
80380,3.885735,2.61E-07
127833,-2.380528634,2.61E-07
644168,-3.284162608,2.65E-07
128061,1.033513603,2.67E-07
23230,-1.128862235,2.67E-07
641700,2.771090099,2.67E-07
5049,-0.613355048,2.70E-07
55194,2.510923349,2.71E-07
7018,-2.602748805,2.73E-07
55638,-1.557270424,2.75E-07
5908,1.848374774,2.76E-07
51009,0.958277944,2.79E-07
390595,-1.686556603,2.87E-07
257068,-2.742220823,2.87E-07
89927,-1.264403088,2.91E-07
9537,-1.527262713,2.91E-07
1063,3.462138581,2.92E-07
8665,0.876038785,2.93E-07
7093,-2.335208358,2.95E-07
54504,3.372087428,3.00E-07
400765,-2.708410624,3.03E-07
5241,-2.378278564,3.05E-07
51090,-2.059752813,3.06E-07
550,1.085613867,3.07E-07
3508,-0.997639966,3.09E-07
11321,1.343786017,3.10E-07
2207,3.064002019,3.10E-07
58986,1.347886415,3.15E-07
56852,1.533746174,3.17E-07
3672,2.357947125,3.17E-07
401561,4.218494239,3.20E-07
1945,2.39965062,3.21E-07
11174,2.796747097,3.21E-07
83694,-1.897018505,3.23E-07
285093,-2.945875045,3.23E-07
80313,-0.926258374,3.24E-07
22903,-1.208214281,3.29E-07
1777,1.411487929,3.29E-07
25937,2.68787224,3.32E-07
2125,-2.560957691,3.32E-07
967,2.205832153,3.33E-07
341,3.627938356,3.36E-07
5479,1.658694227,3.37E-07
81624,2.366281603,3.42E-07
5244,2.236913073,3.43E-07
94015,-1.558795489,3.47E-07
64123,2.099621377,3.48E-07
8801,1.252380101,3.49E-07
3108,2.734253867,3.55E-07
114788,-2.86283294,3.57E-07
2771,1.05796237,3.60E-07
23223,-1.042789671,3.65E-07
2444,-1.87865306,3.67E-07
29095,1.693432734,3.67E-07
57628,-2.807025301,3.71E-07
51293,1.624722375,3.71E-07
10152,-0.965588481,3.72E-07
3233,6.712245855,3.73E-07
84798,1.859979612,3.75E-07
84191,1.61744438,3.75E-07
2584,1.776875526,3.76E-07
79986,-1.851049454,3.77E-07
389337,-1.763092068,3.80E-07
100131755,-1.40601372,3.92E-07
64849,-1.710680758,3.92E-07
7070,-1.534065752,3.93E-07
8857,4.292429561,3.93E-07
4223,6.08692356,3.93E-07
4125,1.855835525,3.97E-07
84899,-1.48923897,3.97E-07
3224,7.203326966,3.98E-07
10954,2.649108634,3.98E-07
2976,0.820983999,3.99E-07
23593,1.65671974,4.05E-07
4931,0.957927766,4.07E-07
23263,-1.627360884,4.07E-07
9344,-1.009629813,4.08E-07
5453,-2.450994372,4.10E-07
51287,1.39042359,4.10E-07
836,1.652383435,4.11E-07
100130476,2.924146194,4.13E-07
84830,-2.508351732,4.14E-07
373156,1.534606625,4.16E-07
84296,2.18179648,4.17E-07
7374,1.145567344,4.18E-07
93129,1.351864447,4.18E-07
140883,-1.521990968,4.18E-07
84504,-3.021577253,4.19E-07
100996939,1.606751349,4.20E-07
64979,1.492092487,4.21E-07
10277,-0.989514997,4.22E-07
23731,-0.902272663,4.30E-07
4440,1.808807502,4.30E-07
137835,3.580161805,4.31E-07
5547,2.073999669,4.32E-07
55084,-1.301902909,4.36E-07
8714,5.285041883,4.36E-07
5698,2.836049654,4.37E-07
26240,-1.799161969,4.41E-07
51422,-1.267672983,4.42E-07
6142,2.415794847,4.46E-07
6207,1.724097669,4.48E-07
102724571,3.842381278,4.48E-07
5143,-2.410638263,4.50E-07
23508,-1.512409124,4.50E-07
5300,-1.053904026,4.50E-07
58506,-1.024295535,4.50E-07
8772,1.065850524,4.52E-07
94121,2.479570775,4.60E-07
6452,1.408022764,4.60E-07
9179,1.159078385,4.65E-07
9479,-1.462358484,4.68E-07
116039,5.103169323,4.71E-07
9459,1.662113625,4.71E-07
54877,-1.21635731,4.72E-07
2909,-1.327571145,4.73E-07
79698,-2.720365862,4.73E-07
25788,1.560613394,4.73E-07
22918,2.910745104,4.76E-07
100874092,2.775219407,4.79E-07
4842,-3.012547638,4.80E-07
65979,0.958093771,4.85E-07
4628,-1.34790639,4.86E-07
488,-0.98160628,4.89E-07
51545,1.507357723,4.91E-07
103611081,-1.271417805,4.99E-07
101930421,-2.883214258,5.06E-07
399665,-1.246046094,5.07E-07
56981,-1.33206049,5.09E-07
55596,0.874959664,5.09E-07
85027,3.239110067,5.09E-07
51283,0.828501061,5.13E-07
54741,1.165559297,5.15E-07
9026,-1.666474673,5.16E-07
3428,2.273198631,5.17E-07
55662,-0.871324537,5.17E-07
79660,2.579559237,5.21E-07
100506385,4.004759867,5.22E-07
51098,1.36920114,5.23E-07
2556,-2.833038665,5.26E-07
7132,1.897599523,5.27E-07
2257,-2.308194934,5.31E-07
23326,-0.934925534,5.41E-07
5831,1.871588657,5.42E-07
80832,4.598316444,5.43E-07
6386,1.167896472,5.44E-07
9735,2.050549176,5.46E-07
1736,1.007861378,5.51E-07
340419,-2.849727844,5.55E-07
7345,-1.791213386,5.57E-07
5797,-1.54331573,5.59E-07
145389,1.616791498,5.60E-07
2633,3.67056691,5.62E-07
813,2.292593799,5.67E-07
4828,3.647900109,5.68E-07
1012,-2.328813323,5.69E-07
51776,1.29962551,5.74E-07
54946,-0.760843201,5.77E-07
6631,1.28792309,5.78E-07
5978,1.230806072,5.81E-07
10651,-0.79126353,5.81E-07
3214,8.531937714,5.84E-07
51209,-1.417277725,5.85E-07
25832,2.020068335,5.86E-07
51720,0.875412362,5.87E-07
115201,1.200279346,5.88E-07
3678,3.036943879,5.90E-07
2783,1.156090873,5.92E-07
221400,-1.932386874,5.97E-07
8731,-0.872145063,5.98E-07
6156,1.48295033,5.99E-07
10125,-1.950798699,6.00E-07
1616,0.803515458,6.01E-07
9263,2.344634483,6.02E-07
284069,-1.716457431,6.03E-07
51054,1.556461779,6.07E-07
339201,1.343759857,6.12E-07
11249,-2.858535579,6.13E-07
130589,1.804928229,6.14E-07
64210,-0.844582089,6.16E-07
254170,-0.865345079,6.17E-07
4306,-1.699348581,6.18E-07
84896,-1.02575077,6.18E-07
170690,-2.498620026,6.19E-07
7965,1.121430709,6.22E-07
10725,-1.324253833,6.23E-07
1005,-3.159366674,6.23E-07
2896,1.761804006,6.27E-07
64427,1.096448528,6.27E-07
182,2.560239252,6.30E-07
7102,-1.566885593,6.32E-07
610,-2.148988862,6.33E-07
7866,1.164104154,6.40E-07
57584,-1.162996456,6.44E-07
93429,-2.904761881,6.46E-07
10743,-1.281456805,6.47E-07
57521,-1.010703493,6.48E-07
9097,-0.727098338,6.52E-07
90427,2.589154873,6.56E-07
1859,-0.738470069,6.56E-07
113451,-1.278830848,6.59E-07
126520,-2.091062962,6.62E-07
1687,1.401138346,6.63E-07
7525,1.285483854,6.64E-07
6173,1.784310699,6.64E-07
5213,-0.889455177,6.64E-07
1588,4.760074048,6.65E-07
83544,-0.869042618,6.70E-07
6304,-1.601321588,6.75E-07
7620,1.732310645,6.75E-07
23641,-1.62227118,6.77E-07
6510,2.530724982,6.80E-07
389799,5.772200993,6.81E-07
10897,1.24027597,6.84E-07
55220,3.559072579,6.84E-07
90809,-0.799491118,6.87E-07
83882,2.039686062,6.88E-07
4723,-0.675445961,6.91E-07
990,2.30328788,6.92E-07
101928738,-2.136842109,6.93E-07
7802,2.414469653,7.01E-07
51135,1.397758115,7.05E-07
55171,1.127805483,7.07E-07
55656,0.946336049,7.08E-07
55512,-2.252343625,7.12E-07
4487,1.919377342,7.17E-07
54502,2.900716107,7.19E-07
8876,4.037312839,7.26E-07
9125,0.815188388,7.28E-07
55920,1.276008677,7.29E-07
10008,2.475061,7.35E-07
51398,1.121693558,7.36E-07
388650,-1.18678047,7.37E-07
143872,1.679466612,7.42E-07
116151,1.166790798,7.42E-07
27352,-0.998843983,7.45E-07
6273,3.119211055,7.45E-07
641518,3.870893326,7.46E-07
51412,-2.902339186,7.47E-07
100507140,-3.010448691,7.54E-07
59353,-1.936548845,7.54E-07
10459,1.882423267,7.56E-07
5359,2.353295705,7.58E-07
5937,1.909677437,7.59E-07
4893,0.974121385,7.63E-07
23415,-2.251572006,7.65E-07
728730,-1.064984523,7.74E-07
1556,-1.901227784,7.75E-07
284348,-1.721335561,7.76E-07
118,-0.679945162,7.82E-07
4326,-2.304465229,7.85E-07
5630,3.56537097,7.86E-07
3842,0.984816029,7.91E-07
6626,0.951264376,7.95E-07
6909,2.642356721,7.97E-07
7699,1.081753261,7.99E-07
5501,1.015710701,8.03E-07
3838,1.314268787,8.04E-07
5496,0.888182064,8.05E-07
100996570,3.869703423,8.05E-07
9214,2.773711983,8.09E-07
84188,-0.756130796,8.11E-07
79961,2.901505858,8.16E-07
116092,1.047740761,8.18E-07
116931,-1.379230861,8.19E-07
23253,-1.058105701,8.21E-07
65055,-1.690160675,8.27E-07
79001,1.584890313,8.28E-07
85379,-1.424495341,8.34E-07
55199,1.079896563,8.35E-07
23406,1.553986454,8.45E-07
55505,1.729135456,8.45E-07
7112,1.614507556,8.48E-07
6275,3.997412751,8.49E-07
367,2.929522214,8.54E-07
54662,-0.848644086,8.55E-07
5034,1.49043588,8.59E-07
84527,1.14037249,8.63E-07
54913,-1.598037721,8.66E-07
85461,1.374456728,8.72E-07
27074,3.111091937,8.82E-07
6143,1.2833832,8.82E-07
9927,-0.840364764,8.89E-07
6447,-1.573700294,8.97E-07
10162,1.37395095,8.97E-07
27022,6.546305948,9.07E-07
286151,3.391612625,9.13E-07
10544,2.559749794,9.15E-07
90317,1.182211838,9.17E-07
5281,1.312014335,9.19E-07
57699,-2.082816419,9.27E-07
2182,-1.257165856,9.31E-07
283335,-1.378809125,9.36E-07
5564,0.774421499,9.40E-07
6938,1.903117838,9.42E-07
389206,-3.269755641,9.45E-07
321,-1.308553474,9.52E-07
30008,2.240902014,9.53E-07
1366,2.618143147,9.54E-07
7551,1.095491272,9.54E-07
441054,2.953087121,9.56E-07
253959,-1.079058695,9.57E-07
5928,1.021814454,9.61E-07
23193,0.988459522,9.62E-07
100124700,9.023149938,9.89E-07
340533,-2.489796057,9.91E-07
6281,3.49271116,9.99E-07
11056,0.871308373,1.00E-06
4836,-0.654291588,1.01E-06
100286844,-1.273429252,1.01E-06
101929595,-2.521490212,1.01E-06
23768,-2.199921573,1.01E-06
6204,2.201720387,1.02E-06
101929637,-2.640370881,1.02E-06
101927364,6.133014608,1.02E-06
83742,2.105819217,1.02E-06
1974,-1.059153256,1.02E-06
51239,-0.909400865,1.03E-06
286,-2.081380421,1.04E-06
57216,1.906781397,1.04E-06
26266,-2.14011367,1.04E-06
678,1.734515578,1.05E-06
445577,-2.016526385,1.05E-06
64130,-1.403481553,1.05E-06
100132273,-1.15348011,1.05E-06
90853,5.071202995,1.06E-06
3122,3.304767946,1.06E-06
65975,2.237658976,1.06E-06
56127,2.355737857,1.07E-06
54788,-0.695838088,1.07E-06
3109,3.042695101,1.08E-06
3178,1.139566565,1.08E-06
3240,9.295604414,1.08E-06
30000,-0.903391575,1.08E-06
7764,2.026836904,1.09E-06
63917,-0.928939411,1.09E-06
101927503,-2.389834125,1.10E-06
55254,1.407257469,1.10E-06
347735,3.713483676,1.10E-06
9211,-2.084298209,1.10E-06
4929,-1.964591655,1.11E-06
25829,-1.074423118,1.11E-06
10130,1.492638168,1.11E-06
56920,-1.844689265,1.11E-06
150465,-0.629248638,1.12E-06
84617,3.010331611,1.12E-06
6232,1.711175681,1.13E-06
9349,1.365771759,1.13E-06
57190,1.804741811,1.14E-06
9033,-2.457304858,1.14E-06
2212,3.211586385,1.15E-06
3363,-1.922466817,1.15E-06
128218,-2.990233108,1.16E-06
3232,5.165815488,1.17E-06
23601,3.955203905,1.17E-06
374920,-1.428980456,1.17E-06
10981,2.720107979,1.18E-06
6613,0.897138897,1.18E-06
163175,-2.156379667,1.19E-06
8938,-2.169282942,1.19E-06
9110,-0.814064047,1.19E-06
9962,-1.04427628,1.20E-06
4343,1.639963161,1.21E-06
10826,-1.241911438,1.22E-06
2359,4.047735387,1.23E-06
80303,-1.949356491,1.23E-06
3608,1.223470694,1.23E-06
55330,0.942535111,1.23E-06
2335,3.762732521,1.24E-06
440934,-2.260664414,1.25E-06
2006,2.952241112,1.25E-06
23241,-1.209469244,1.25E-06
79845,2.392612749,1.27E-06
56751,6.136696808,1.28E-06
6184,1.030768607,1.28E-06
7746,1.063798035,1.28E-06
154761,3.523903748,1.29E-06
57819,1.898716395,1.29E-06
9896,-0.82007259,1.29E-06
92211,-2.173104905,1.30E-06
10673,3.017881047,1.30E-06
7791,2.049943141,1.30E-06
3106,2.620703193,1.30E-06
51186,1.411026729,1.30E-06
3212,6.444931719,1.30E-06
51324,0.959907644,1.32E-06
3070,2.492709827,1.32E-06
10988,0.901319144,1.32E-06
993,2.707656654,1.33E-06
4085,2.375521269,1.34E-06
84240,1.211521737,1.34E-06
10128,-0.711397588,1.34E-06
1984,1.133501532,1.35E-06
30061,2.857437389,1.36E-06
9701,-0.98422577,1.36E-06
3654,1.130207882,1.37E-06
26175,1.231498332,1.37E-06
58472,2.309991253,1.37E-06
255928,-2.120791334,1.38E-06
6672,2.314425906,1.38E-06
84888,1.281711575,1.38E-06
285386,2.686605466,1.38E-06
22802,-3.079909469,1.39E-06
29121,1.826350113,1.40E-06
6605,0.921922052,1.40E-06
83988,-1.577494061,1.40E-06
196385,-1.655263585,1.40E-06
5148,2.425366938,1.41E-06
80821,-1.034313742,1.42E-06
57144,-3.042607058,1.42E-06
4023,3.663644033,1.43E-06
23386,-0.811200957,1.44E-06
9246,1.487269181,1.45E-06
10898,1.179633548,1.45E-06
100874363,8.479531971,1.45E-06
2178,1.433713476,1.46E-06
96459,-0.740408266,1.46E-06
27086,-1.357068651,1.46E-06
3930,1.313084922,1.46E-06
1894,1.768600161,1.47E-06
10287,1.473145866,1.47E-06
80206,-1.651061262,1.48E-06
6553,-1.697153029,1.48E-06
404281,1.911073733,1.48E-06
101060264,3.090061684,1.48E-06
3182,1.147351454,1.49E-06
7464,-1.947765188,1.49E-06
578,1.19955573,1.50E-06
344191,6.098594952,1.50E-06
79893,-0.562423162,1.51E-06
10328,1.002487906,1.53E-06
6883,1.14723094,1.53E-06
54556,1.239305156,1.54E-06
4249,-1.126940947,1.54E-06
8605,-1.314052252,1.54E-06
388011,2.239512459,1.55E-06
84733,3.309414734,1.57E-06
55859,-1.878782943,1.57E-06
81620,2.476180273,1.59E-06
389289,2.934214434,1.59E-06
8651,3.461457068,1.59E-06
389023,-2.989697106,1.60E-06
84960,-1.141076425,1.61E-06
10628,1.87024549,1.62E-06
6277,2.826369686,1.62E-06
100128675,-2.922658883,1.63E-06
51121,1.400536815,1.63E-06
136227,-3.055461367,1.63E-06
7351,2.31628408,1.63E-06
2346,-2.103388426,1.64E-06
375298,2.813179248,1.64E-06
7046,1.439050186,1.65E-06
50863,-1.518258391,1.65E-06
115353,1.137780711,1.65E-06
140823,2.13440258,1.65E-06
7014,-0.708553231,1.66E-06
8969,3.188483491,1.66E-06
84759,0.971513286,1.67E-06
3646,1.498815487,1.68E-06
79581,1.195014491,1.68E-06
29926,0.961143833,1.69E-06
6234,1.414421455,1.70E-06
7582,-0.970624859,1.71E-06
388325,2.690085502,1.72E-06
3113,2.922473574,1.73E-06
56980,-0.824405385,1.74E-06
80135,1.057001371,1.74E-06
9319,2.089630121,1.75E-06
27236,0.957305329,1.76E-06
1071,2.520031685,1.78E-06
84172,0.94894507,1.78E-06
962,3.733152176,1.78E-06
6208,1.941373377,1.78E-06
93622,-0.735475628,1.81E-06
57168,-1.535752986,1.81E-06
122773,-1.021123915,1.82E-06
5129,-1.957941823,1.83E-06
6176,1.608213943,1.83E-06
101929074,3.971386273,1.85E-06
2115,2.371990348,1.89E-06
84895,-0.794409571,1.89E-06
116496,3.09555147,1.90E-06
100288637,2.776261888,1.91E-06
3185,0.981222761,1.91E-06
23341,-0.735081067,1.92E-06
622,-1.373598372,1.92E-06
19,2.159191424,1.92E-06
84524,-0.915084472,1.93E-06
7516,2.498226871,1.95E-06
646817,1.678649416,1.96E-06
9902,2.903198839,1.96E-06
3752,-1.702927206,1.96E-06
22864,-1.136602825,1.98E-06
9555,0.853622464,2.00E-06
80344,-0.746284457,2.00E-06
92369,3.024754373,2.01E-06
6468,-1.01900194,2.01E-06
1121,-0.870560484,2.02E-06
105370333,1.800647485,2.02E-06
7979,1.231786604,2.02E-06
105377466,4.40371579,2.02E-06
55905,0.900740485,2.02E-06
1995,-2.022578555,2.03E-06
6181,1.452944127,2.03E-06
9254,-2.266722965,2.04E-06
10010,1.133185204,2.05E-06
78990,-1.376099787,2.05E-06
93349,2.344816968,2.07E-06
93663,2.068223215,2.08E-06
