entrez_id,symbol,logFC,logCPM,LR,p_value,FDR
2746,GLUD1,-1.043394021,4.300226067,8.039061575,0.004577925,0.027311074
6309,SC5D,-1.304269443,4.12151434,8.033496154,0.004592012,0.027367877
5798,PTPRN,-2.538388562,6.459545693,8.03309686,0.004593024,0.027367877
347735,SERINC2,1.440428194,3.178059678,8.032789834,0.004593803,0.027367877
2674,GFRA1,-2.133519215,3.072506799,8.02877512,0.004603996,0.02741596
80212,CCDC92,-0.87899616,5.486113474,8.022324647,0.004620423,0.027501096
1147,CHUK,-0.895511218,4.572910392,8.020957903,0.004623911,0.027509181
2882,GPX7,1.025993814,4.290140337,8.016918659,0.004634235,0.02755791
11201,POLI,-1.051519954,3.712138648,8.013387668,0.00464328,0.027598987
716,C1S,1.179343194,5.435414187,8.012162379,0.004646422,0.027604963
4303,FOXO4,-1.328570435,4.231325944,8.010511684,0.00465066,0.027617434
125050,RN7SK,1.178515579,2.993873385,8.009204651,0.004654017,0.027624673
22974,TPX2,1.628880555,5.712268387,8.001336997,0.004674282,0.027732214
79621,RNASEH2B,-1.152821045,4.007223695,7.999377537,0.004679343,0.027749494
60560,NAA35,-0.786758966,4.989184754,7.996734138,0.00468618,0.027777282
10382,TUBB4A,-2.258387841,8.365725464,7.984230384,0.004718655,0.027956949
84285,EIF1AD,0.878107192,3.876574733,7.982820186,0.004722332,0.027965906
9559,VPS26A,-0.966140225,5.343313362,7.979605203,0.004730726,0.028002774
11034,DSTN,-0.725469777,8.238095412,7.975533645,0.004741378,0.02805297
84419,C15orf48,1.465389488,1.344182441,7.969695745,0.004756693,0.028130701
9990,SLC12A6,-0.815791558,3.936268027,7.966934192,0.004763956,0.028155496
644815,FAM83G,1.941973091,1.131051542,7.966444111,0.004765246,0.028155496
113802,HENMT1,-1.713536722,2.729871123,7.964727903,0.004769766,0.028169318
148014,TTC9B,-2.785759614,3.405965018,7.960071588,0.004782052,0.02822897
51700,CYB5R2,-1.633898264,3.228169712,7.95775419,0.004788179,0.028252225
79738,BBS10,-1.077138077,2.857184339,7.952820422,0.004801249,0.02831641
23047,PDS5B,-1.033472976,5.435525818,7.949567569,0.004809887,0.028354403
5099,PCDH7,-2.540904037,4.974774966,7.946655553,0.004817633,0.028387108
146556,C16orf89,-1.445643799,3.603816353,7.945662058,0.004820278,0.028389745
10003,NAALAD2,-2.382300209,3.689440522,7.944208592,0.004824151,0.028390807
8974,P4HA2,1.287753887,4.60903921,7.943944717,0.004824855,0.028390807
10501,SEMA6B,-1.38560536,5.602837747,7.933622664,0.004852455,0.028540213
57698,SHTN1,-1.429030094,6.666487607,7.929589782,0.004863282,0.028580952
57693,ZNF317,0.870885003,3.894131916,7.92939449,0.004863807,0.028580952
55885,LMO3,-1.839361828,6.949051849,7.927657296,0.004868479,0.028595396
83540,NUF2,1.572478602,2.820646937,7.925286517,0.004874862,0.028619874
221749,PXDC1,0.904367687,5.192577494,7.919519213,0.004890427,0.028685652
1759,DNM1,-1.828091858,7.248838996,7.919489019,0.004890508,0.028685652
5361,PLXNA1,0.946796603,4.74204339,7.910966743,0.0049136,0.028808018
9463,PICK1,-1.062769759,6.394413647,7.907028502,0.004924309,0.028857702
9787,DLGAP5,2.043152183,4.943158607,7.901675265,0.004938903,0.028918113
5208,PFKFB2,-0.9999837,6.598315931,7.901604912,0.004939096,0.028918113
1262,CNGA4,-1.225513657,1.021364629,7.89712647,0.004951339,0.028976665
254102,EHBP1L1,1.082802168,6.034766707,7.89599342,0.004954442,0.02898169
9746,CLSTN3,-1.407695585,6.809370467,7.893721956,0.004960668,0.029004973
1875,E2F5,1.112150032,4.718656079,7.887269634,0.004978396,0.02909546
9529,BAG5,1.398964367,1.060155932,7.884705989,0.004985458,0.029123554
150967,LINC01963,-1.001509788,5.8246646,7.878266277,0.005003242,0.02921423
2066,ERBB4,-1.650107631,6.725704377,7.875283226,0.005011502,0.029249237
221322,TBC1D32,-0.724991285,5.231153151,7.872023597,0.005020544,0.029288773
23097,CDK19,-0.810091031,6.89448367,7.87046204,0.005024881,0.029300842
2050,EPHB4,1.289786526,5.10059379,7.869638504,0.00502717,0.029300961
85465,SELENOI,-1.141512495,4.989515843,7.863488236,0.005044298,0.029387531
5144,PDE4D,-1.466196231,7.118035821,7.853969722,0.005070924,0.029524536
132884,EVC2,1.595462192,4.261902989,7.853448388,0.005072387,0.029524536
699,BUB1,1.7170255,4.643738188,7.849831567,0.005082544,0.029558866
64793,CEP85,-0.908509911,5.849025078,7.849718637,0.005082862,0.029558866
80346,REEP4,1.168844245,2.639734224,7.845446739,0.005094887,0.029584756
145567,TTC7B,-0.945429434,5.262160222,7.845220155,0.005095525,0.029584756
2275,FHL3,1.024172119,4.609392716,7.845066593,0.005095958,0.029584756
23399,CTDNEP1,0.836003799,2.921769259,7.844218588,0.005098349,0.029584756
80149,ZC3H12A,1.473226214,2.925020402,7.844070621,0.005098766,0.029584756
5289,PIK3C3,-0.987365602,4.881990797,7.835050655,0.005124272,0.02971807
54828,BCAS3,-0.765761797,6.042136955,7.834319755,0.005126344,0.02971807
9962,SLC23A2,-0.629803567,6.490614471,7.832940809,0.005130256,0.029718607
23620,NTSR2,-2.181500225,2.991954099,7.832665267,0.005131038,0.029718607
51538,ZCCHC17,-0.708956335,6.461169025,7.826436602,0.005148751,0.029807828
91272,BOD1,0.609451932,5.368718611,7.822915172,0.005158792,0.029850238
283431,GAS2L3,1.169033489,3.371593284,7.822247353,0.005160698,0.029850238
84258,SYT3,-1.992223569,2.236570415,7.820008855,0.005167094,0.029873854
6929,TCF3,1.42398081,5.900590084,7.807198194,0.005203852,0.030068303
55616,ASAP3,1.208094646,4.625830576,7.80666685,0.005205383,0.030068303
11013,TMSB15A,2.780400062,3.121000304,7.804662865,0.005211159,0.03008821
9847,C2CD5,-1.116699887,4.95887091,7.800777527,0.005222376,0.030139502
5569,PKIA,-1.351084429,5.432185978,7.79253167,0.005246263,0.030263839
170384,FUT11,0.749439519,5.366907028,7.788838025,0.005256999,0.030312234
7799,PRDM2,-1.073088137,5.533507199,7.787955798,0.005259567,0.030313507
64834,ELOVL1,-1.223679008,6.270934017,7.781677441,0.005277877,0.030405467
60,ACTB,1.023734445,3.033246588,7.780679619,0.005280793,0.030408702
10293,TRAIP,1.216092233,4.189108645,7.779332807,0.005284731,0.030410436
1345,COX6C,-0.848669356,8.333793142,7.778966505,0.005285803,0.030410436
3897,L1CAM,-2.71744898,5.253144553,7.776256747,0.005293738,0.030434617
4085,MAD2L1,1.017554356,4.678053541,7.775922042,0.005294718,0.030434617
2634,GBP2,1.736958633,8.249022822,7.773439148,0.005302001,0.03046292
6647,SOD1,-0.787565753,9.272040991,7.76418269,0.005329241,0.030605812
9886,RHOBTB1,-1.16412764,3.463650536,7.75932566,0.005343591,0.030674586
9590,AKAP12,1.620536008,7.300276278,7.75807141,0.005347303,0.030682258
705,BYSL,0.965888305,3.28520113,7.756384546,0.005352299,0.030697291
57514,ARHGAP31,0.652822786,6.16943071,7.750798875,0.005368879,0.030778711
9946,CRYZL1,-0.802043991,7.145558396,7.748585026,0.005375464,0.030802793
122060,SLAIN1,-1.197380792,5.914356331,7.744993189,0.005386166,0.030850432
10966,RAB40B,-1.796961213,2.960286067,7.73999417,0.005401098,0.030922241
79034,C7orf26,0.981108465,6.098799583,7.735079852,0.005415817,0.030972758
115416,MALSU1,0.762662885,5.287896243,7.734919215,0.005416299,0.030972758
51616,TAF9B,-1.069493141,4.811605324,7.73464702,0.005417115,0.030972758
4801,NFYB,-0.648308806,6.232180634,7.732764115,0.005422767,0.030991354
9096,TBX18,-1.746318084,2.646228221,7.728602082,0.005435281,0.031039145
5836,PYGL,1.465261423,5.914778854,7.728384748,0.005435936,0.031039145
64434,NOM1,0.895783204,4.741329125,7.722425253,0.005453908,0.031128007
23671,TMEFF2,-2.363002489,6.495170473,7.721165115,0.005457716,0.031134531
473,RERE,-0.701859094,5.860684733,7.719954785,0.005461376,0.031134531
5054,SERPINE1,2.030464925,7.813126558,7.719655116,0.005462283,0.031134531
51696,HECA,-0.657121879,5.534805333,7.718500147,0.005465779,0.031140713
6793,STK10,0.952222715,4.216144802,7.715934804,0.005473551,0.031171245
7275,TUB,-1.214134069,4.367242674,7.70941467,0.005493356,0.031266122
119559,SFXN4,-0.713680245,5.171453947,7.708723112,0.005495461,0.031266122
256126,SYCE2,1.877916503,2.118083173,7.708062313,0.005497473,0.031266122
25855,BRMS1,0.998864191,5.555309354,7.704425074,0.005508562,0.031315397
5714,PSMD8,0.671610535,8.200619003,7.703170881,0.00551239,0.031323376
51571,FAM49B,-1.184339547,6.035319478,7.699670899,0.005523089,0.031370371
80262,C16orf70,-0.648159068,6.269910433,7.697770822,0.005528907,0.031389608
1350,COX7C,-0.98761638,8.813883049,7.694561257,0.005538747,0.03143166
55074,OXR1,-1.434498943,6.3791638,7.691943133,0.005546788,0.031463465
57333,RCN3,1.110573737,5.698474649,7.682550852,0.00557573,0.031613752
3745,KCNB1,-1.925278407,1.865371244,7.678174846,0.005589267,0.0316766
91419,ATP23,-1.43373627,3.121181256,7.672836832,0.005605826,0.03175651
5265,SERPINA1,1.709815753,1.702070305,7.665065575,0.005630021,0.031879595
4171,MCM2,1.216996992,2.62895322,7.662997498,0.005636478,0.031902171
57650,CIP2A,1.01849844,2.698847121,7.659263318,0.005648156,0.031954265
11099,PTPN21,1.100846308,4.072387102,7.656123335,0.005657995,0.031995912
5264,PHYH,-0.745747948,5.828407442,7.65467172,0.005662549,0.032007654
10849,CD3EAP,1.072509294,3.560979189,7.639508226,0.005710348,0.032263718
730102,CRYZL2P,-1.213149572,3.704001197,7.637240131,0.005717533,0.032290188
126433,FBXO27,-1.628277777,2.155007927,7.636200411,0.00572083,0.032294685
6945,MLX,0.658265917,6.821898968,7.630179612,0.005739959,0.032369376
3249,HPN,-2.451538078,2.275267856,7.62910787,0.00574337,0.032369376
27068,PPA2,-0.944521937,6.707297299,7.62894673,0.005743884,0.032369376
65009,NDRG4,-1.411353375,7.833577465,7.628883318,0.005744086,0.032369376
3156,HMGCR,-0.931870949,6.592849731,7.626693706,0.005751063,0.032394564
152110,NEK10,-1.949253034,2.18883821,7.625438608,0.005755067,0.032402985
283106,CSNK2A3,-1.00053509,3.89059165,7.619288292,0.005774727,0.032499511
9928,KIF14,1.822266819,1.720315212,7.618457829,0.005777387,0.03250032
784,CACNB3,-1.389843103,5.906120486,7.617484229,0.005780507,0.032501284
257106,ARHGAP30,1.211046651,4.297406307,7.616834169,0.005782591,0.032501284
116154,PHACTR3,-2.298886525,6.304845018,7.610662076,0.005802418,0.032598532
64130,LIN7B,-1.151465909,4.6092435,7.609183823,0.005807176,0.032605207
8841,HDAC3,0.593628211,5.94090135,7.608517073,0.005809324,0.032605207
121512,FGD4,-0.988196785,5.091349915,7.607941413,0.005811179,0.032605207
9644,SH3PXD2A,-1.50562951,6.091580567,7.606599574,0.005815505,0.032615312
10295,BCKDK,0.818429725,6.840630951,7.599677096,0.005837876,0.032726563
6159,RPL29,1.010023389,10.12616344,7.597103197,0.005846216,0.032759098
11117,EMILIN1,1.901962651,2.798951865,7.586450338,0.005880863,0.032931343
255783,INAFM1,1.076070319,4.306899011,7.586085376,0.005882054,0.032931343
10263,CDK2AP2,0.832486177,6.707458586,7.581801453,0.005896049,0.032982032
84188,FAR1,-1.08526465,6.187736903,7.581750673,0.005896215,0.032982032
85007,PHYKPL,1.170409109,4.704869977,7.580495632,0.005900321,0.032990715
283537,SLC46A3,-1.355518891,4.5314647,7.574610387,0.005919617,0.033084283
2232,FDXR,1.052125031,4.042108957,7.573423803,0.005923516,0.033091751
6900,CNTN2,-2.605067792,6.897388471,7.571280503,0.005930564,0.0331168
84172,POLR1B,0.656720973,4.671342525,7.56956448,0.005936213,0.03313402
5163,PDK1,1.220922072,5.118502472,7.568770103,0.00593883,0.033134308
10516,FBLN5,1.232431642,7.057423459,7.564015563,0.005954517,0.033198106
64792,IFT22,0.64637989,6.001023917,7.563746808,0.005955405,0.033198106
10512,SEMA3C,-1.466008205,3.971709786,7.561930835,0.005961409,0.033217238
134429,STARD4,-1.199867341,4.869352286,7.560279289,0.005966874,0.033233355
2321,FLT1,-1.307229137,3.198034705,7.558764905,0.005971891,0.033246956
494514,TYMSOS,-1.349603647,2.956871883,7.557702298,0.005975413,0.033252233
57332,CBX8,1.276360161,3.556921099,7.551556132,0.005995827,0.033351467
150468,CKAP2L,1.695980213,3.173065493,7.550320613,0.00599994,0.033359975
2035,EPB41,-1.068238843,5.027600931,7.544587207,0.006019061,0.03344792
6334,SCN8A,-1.453489089,4.679926006,7.544025895,0.006020936,0.03344792
3766,KCNJ10,-1.53037173,5.939877258,7.5405715,0.006032491,0.033497699
2217,FCGRT,0.97130494,5.94018113,7.525089616,0.006084553,0.033766521
51474,LIMA1,1.157047225,5.475508042,7.524622558,0.006086131,0.033766521
55660,PRPF40A,0.793603284,6.225833175,7.511773296,0.006129699,0.033993644
8318,CDC45,1.994947576,3.261986917,7.501076966,0.006166211,0.03418145
6236,RRAD,1.599493751,2.58100201,7.490101088,0.006203907,0.034367273
157313,CDCA2,1.390267478,2.013029121,7.489126371,0.006207266,0.034367273
5862,RAB2A,-0.874341387,6.838569176,7.488679173,0.006208808,0.034367273
55183,RIF1,-0.729206458,5.445809014,7.488224509,0.006210376,0.034367273
2788,GNG7,-1.029169545,6.563780556,7.485630429,0.006219329,0.034402079
56849,TCEAL7,-1.675443415,1.575624464,7.484669183,0.00622265,0.034405714
3008,HIST1H1E,1.026465313,7.031261591,7.481769494,0.006232679,0.034436826
51451,LCMT1,-0.73956338,5.040314557,7.481072407,0.006235092,0.034436826
4163,MCC,1.006095363,6.567295184,7.480730758,0.006236276,0.034436826
8516,ITGA8,-1.558465643,2.108245912,7.479849368,0.006239329,0.034438964
3459,IFNGR1,-0.942622353,6.418870917,7.476440166,0.006251154,0.034481248
9238,TBRG4,1.002496772,5.229437444,7.476101804,0.006252329,0.034481248
340706,VWA2,-1.42532079,1.766049188,7.474338154,0.006258457,0.034499069
5192,PEX10,0.876975343,5.911219277,7.47363467,0.006260903,0.034499069
222537,HS3ST5,-2.160896,3.528973945,7.471103517,0.006269711,0.034527127
60681,FKBP10,1.491020405,7.848768591,7.469752049,0.006274419,0.034527127
4501,MT1X,1.680432282,4.343244982,7.469141328,0.006276548,0.034527127
79634,SCRN3,-0.68522425,5.060240767,7.469101383,0.006276687,0.034527127
54477,PLEKHA5,-1.338574118,4.266138881,7.46706487,0.006283792,0.034551491
8878,SQSTM1,0.798067671,9.066870315,7.462537712,0.006299614,0.034623749
5799,PTPRN2,-1.503218788,4.039526125,7.456166815,0.006321949,0.03472133
9665,MARF1,-0.950969221,5.077604044,7.455940214,0.006322744,0.03472133
65018,PINK1,-0.857630835,7.574380073,7.449492024,0.006345435,0.034831128
4185,ADAM11,-1.84375718,4.012922491,7.44843609,0.006349159,0.034836763
3991,LIPE,-1.648192542,4.559402925,7.444008607,0.006364797,0.034897725
3619,INCENP,0.947246877,6.075882836,7.442806168,0.006369051,0.034897725
55806,HR,-1.775346197,1.655262403,7.442412891,0.006370443,0.034897725
4337,MOCS1,0.754216521,3.341711739,7.442088346,0.006371591,0.034897725
222068,TMED4,0.688560332,6.83225372,7.441470471,0.006373779,0.034897725
10808,HSPH1,-0.75951874,6.733267492,7.437171767,0.006389022,0.034955989
79644,SRD5A3,-1.193589915,4.01681287,7.436348216,0.006391946,0.034955989
7169,TPM2,1.192579023,7.702618462,7.436180989,0.00639254,0.034955989
6100,RP9,0.861174801,3.89170732,7.431274482,0.006409993,0.035036592
23595,ORC3,-0.773068564,4.923278442,7.428442008,0.00642009,0.03506639
5174,PDZK1,1.193762754,1.795562289,7.428222289,0.006420874,0.03506639
5101,PCDH9,-1.315803966,6.548516732,7.426654158,0.006426472,0.035070346
550,AUP1,0.666064256,6.678296092,7.426498184,0.006427029,0.035070346
4854,NOTCH3,1.159587353,5.882168923,7.422758213,0.006440401,0.035128473
5754,PTK7,1.206240926,4.713530608,7.420404489,0.006448832,0.035155306
990,CDC6,0.961254782,3.346134807,7.419865278,0.006450765,0.035155306
4605,MYBL2,2.094149755,3.424091296,7.417621893,0.006458813,0.03518432
64756,ATPAF1,-0.62828392,6.720234097,7.415089123,0.006467911,0.03521903
84296,GINS4,1.235476161,3.211987817,7.414222748,0.006471026,0.035221145
57463,AMIGO1,-1.254345109,1.914164498,7.41062704,0.006483972,0.035269703
256949,KANK3,-1.263240075,1.40159502,7.41022833,0.006485409,0.035269703
291,SLC25A4,-0.821650632,7.160374133,7.406212096,0.006499904,0.035333651
84167,C19orf44,1.432899458,2.255670732,7.405171182,0.006503665,0.035339227
55521,TRIM36,-0.855470511,4.051094595,7.400563676,0.006520344,0.035396459
5329,PLAUR,1.338814256,6.223128495,7.400383531,0.006520997,0.035396459
29927,SEC61A1,0.952076898,8.464501732,7.399991174,0.00652242,0.035396459
9616,RNF7,0.626406788,7.198180625,7.395392784,0.006539114,0.035443648
84553,FAXC,-1.612977543,4.437212041,7.395332825,0.006539332,0.035443648
10113,PREB,0.710626434,6.133449048,7.395328639,0.006539348,0.035443648
122525,C14orf28,-0.86994476,3.243557978,7.393471847,0.006546101,0.035465372
375612,LHFPL3,1.681603129,6.700508337,7.391158956,0.006554524,0.035496115
54826,GIN1,-1.074171789,2.830334851,7.389468982,0.006560685,0.035514591
10724,OGA,-0.731207496,8.959397377,7.385098344,0.006576647,0.035581999
399687,MYO18A,-1.175893237,5.279584286,7.384551411,0.006578648,0.035581999
49854,ZBTB21,0.930759866,5.536232308,7.382640867,0.00658564,0.035602736
3706,ITPKA,-2.021336532,3.411641942,7.381997848,0.006587995,0.035602736
55754,TMEM30A,-0.883169324,6.79717111,7.376200493,0.006609266,0.035692963
9168,TMSB10,1.003411843,11.087127,7.375941554,0.006610217,0.035692963
50863,NTM,-1.332868635,6.363427371,7.371486785,0.006626612,0.035766538
1368,CPM,-1.717925732,5.300077784,7.369730915,0.006633086,0.035786523
7265,TTC1,-0.723818871,7.742151014,7.367386756,0.006641738,0.035809674
23576,DDAH1,-0.849024051,8.140794968,7.367066363,0.006642922,0.035809674
1284,COL4A2,1.633686881,7.546590561,7.365443015,0.006648922,0.035819461
7220,TRPC1,-0.889036635,5.105925577,7.36497721,0.006650644,0.035819461
147658,ZNF534,-1.324511667,1.905180237,7.364047577,0.006654084,0.035819461
56127,PCDHB9,1.136720492,3.771757848,7.363575577,0.00665583,0.035819461
65125,WNK1,-1.475937702,2.828389907,7.358261307,0.006675531,0.035900865
56889,TM9SF3,-1.089321977,6.095951447,7.357991468,0.006676533,0.035900865
166348,KBTBD12,-1.350585271,1.906289159,7.357247814,0.006679295,0.035900865
7443,VRK1,-0.948745583,5.280627698,7.344190169,0.006727983,0.036147518
118987,PDZD8,-0.742250851,5.492700018,7.33265015,0.006771314,0.036365196
56648,EIF5A2,-0.921835746,3.226941672,7.330923407,0.006777822,0.036385019
10110,SGK2,-1.317999813,4.576505052,7.330102532,0.006780919,0.036386516
9061,PAPSS1,-0.714623253,5.824824145,7.32627368,0.006795379,0.036441732
83857,TMTC1,-1.495117434,5.003031928,7.325884309,0.006796851,0.036441732
1031,CDKN2C,1.414301161,6.478820098,7.323286273,0.006806684,0.036479305
57575,PCDH10,-0.930890306,6.132846334,7.320471963,0.006817351,0.036521319
3841,KPNA5,-0.776985553,6.409576716,7.31792661,0.006827013,0.036557919
6667,SP1,0.682431375,6.103594321,7.313383558,0.006844294,0.036635265
80307,FER1L4,1.753997708,3.824143025,7.309199018,0.00686025,0.036705463
3077,HFE,1.107231341,3.225384105,7.30683897,0.006869266,0.036738484
1058,CENPA,1.863105129,2.500492791,7.305916421,0.006872794,0.036742137
79683,ZDHHC14,-0.869768322,5.370530516,7.302666206,0.006885237,0.036793428
80059,LRRTM4,-2.267494534,2.790096424,7.293400249,0.006920837,0.036968373
80381,CD276,1.367128312,1.246233663,7.286361037,0.006948007,0.037098164
10810,WASF3,-1.174832593,5.491525582,7.285613978,0.006950897,0.037098259
26035,GLCE,-1.20435624,2.977668716,7.284217613,0.006956302,0.037111771
80025,PANK2,-0.864621073,4.789161233,7.28301168,0.006960973,0.03712136
55959,SULF2,0.870253744,5.48833469,7.281031603,0.00696865,0.037146962
64151,NCAPG,1.843677856,4.692446733,7.279942287,0.006972878,0.037154161
3708,ITPR1,-1.256116827,5.920056782,7.266290732,0.007026076,0.03741297
203238,CCDC171,-0.856686613,3.968634214,7.265992496,0.007027242,0.03741297
22944,KIN,-0.87854869,4.236496576,7.261215452,0.007045959,0.037497159
7581,ZNF33A,-0.781663532,5.937702418,7.260212384,0.007049895,0.037502656
6139,RPL17,1.749708961,2.106929828,7.251747512,0.007083205,0.037656101
130940,CCDC148,-1.062589005,2.346641052,7.251401045,0.007084572,0.037656101
91039,DPP9,0.853581699,4.720720556,7.243673334,0.007115127,0.037802951
139341,FUNDC1,-0.862387227,3.772212337,7.242462522,0.007119926,0.037812898
6223,RPS19,0.795302045,10.24580522,7.240732795,0.007126789,0.037833787
4016,LOXL1,1.783253826,1.851300535,7.238829383,0.007134348,0.037858356
60370,AVPI1,-1.428071586,3.174521412,7.231941691,0.007161771,0.037988267
26020,LRP10,0.896019309,5.559465073,7.229028997,0.0071734,0.038034331
56681,SAR1A,-0.740736495,7.095621101,7.226019812,0.007185434,0.038082506
8100,IFT88,-1.269204338,2.74605585,7.224806334,0.007190293,0.038092627
56265,CPXM1,2.115632402,4.539630456,7.211391509,0.007244231,0.038362643
51316,PLAC8,-1.84661721,3.096250718,7.208274835,0.007256821,0.038413568
10518,CIB2,0.859731091,3.251754607,7.207015926,0.007261913,0.038424774
80008,TMEM156,-1.705971054,2.267357585,7.203776902,0.007275031,0.038465092
83478,ARHGAP24,-1.107309436,4.053673032,7.203663896,0.007275489,0.038465092
1763,DNA2,-0.993537335,4.865039593,7.202300775,0.007281018,0.038478569
23210,JMJD6,1.104140379,4.161991551,7.191063886,0.007326753,0.038704433
6881,TAF10,0.615588564,7.191526312,7.187093264,0.007342984,0.038774316
79966,SCD5,-0.754951877,7.28282148,7.185363365,0.007350067,0.038795856
116984,ARAP2,-1.053894463,6.29909836,7.171337001,0.007407755,0.039084378
85464,SSH2,-0.840618452,6.352952405,7.170392404,0.007411656,0.039088996
57124,CD248,1.328441141,4.311760518,7.168533879,0.007419339,0.039113542
2354,FOSB,-2.354077299,4.452949705,7.167591374,0.007423238,0.039118131
7078,TIMP3,0.994815432,7.386794254,7.165086949,0.007433609,0.039144584
2330,FMO5,-1.552415989,3.071852649,7.164915553,0.007434319,0.039144584
84747,UNC119B,0.665822718,5.044973154,7.162522918,0.007444242,0.039180859
10979,FERMT2,0.980769209,8.041055605,7.157471783,0.007465235,0.039275344
375190,FAM228B,-0.875963583,4.637678081,7.154867641,0.007476081,0.039316394
57677,ZFP14,-0.80911946,3.94712542,7.153835261,0.007480386,0.03932302
8829,NRP1,1.201830202,6.405752367,7.15195057,0.00748825,0.039348348
340554,ZC3H12B,-2.197144766,2.999465008,7.14916747,0.007499879,0.039393429
5630,PRPH,2.060991027,3.553035352,7.147086883,0.007508585,0.039423124
114134,SLC2A13,-1.209629434,4.589140634,7.14548059,0.007515313,0.039442416
8914,TIMELESS,1.076055848,4.740380823,7.143571234,0.007523319,0.039464438
78986,DUSP26,-1.736259944,3.984646963,7.143022757,0.00752562,0.039464438
55780,ERMARD,-1.071405427,4.028025103,7.141657075,0.007531353,0.039478474
10227,MFSD10,0.960074427,3.889997466,7.138182978,0.007545958,0.039538983
65268,WNK2,-2.191451282,4.529485737,7.135060315,0.00755911,0.039591835
4552,MTRR,-0.968228757,4.59015666,7.12950414,0.007582569,0.039698608
8660,IRS2,0.982370722,6.708840905,7.126171877,0.007596675,0.039756341
2241,FER,-0.874770064,4.664714644,7.121598238,0.007616078,0.039841744
81539,SLC38A1,-1.112788955,4.687842157,7.118976742,0.007627223,0.03988389
5601,MAPK9,-0.69109578,6.404182111,7.113534461,0.007650412,0.039988961
760,CA2,-1.263927403,7.942963216,7.109964902,0.007665661,0.040052459
1745,DLX1,-1.960966205,2.270531736,7.107617999,0.007675704,0.040088714
1690,COCH,-1.598445153,2.677804712,7.102253595,0.007698709,0.040192616
1890,TYMP,1.408739938,5.20907835,7.098711336,0.007713939,0.040255855
283635,FAM177A1,-0.950180402,3.992797206,7.089602,0.007753246,0.040444641
1826,DSCAM,-2.188385738,5.47453303,7.084793125,0.007774079,0.040536943
388115,CCDC9B,1.323947998,4.181685847,7.078218232,0.007802656,0.040669532
64919,BCL11B,-2.025557321,1.227183077,7.074596132,0.007818444,0.040735388
4023,LPL,1.4115373,8.014366609,7.072042676,0.007829594,0.040777032
8491,MAP4K3,-0.664454179,5.918952116,7.064410624,0.007863018,0.040934597
7733,ZNF180,0.862251114,4.461142109,7.061620896,0.007875271,0.040981871
55697,VAC14,0.697512817,5.602771418,7.057374018,0.007893963,0.041062594
6137,RPL13,0.808128862,8.046493781,7.054617621,0.007906118,0.041094927
7706,TRIM25,0.911018366,5.441179952,7.054014295,0.007908782,0.041094927
11169,WDHD1,1.228101329,1.873204819,7.053293795,0.007911963,0.041094927
3983,ABLIM1,-0.950891261,6.566940465,7.053080553,0.007912905,0.041094927
6774,STAT3,0.763966213,7.97872605,7.047801745,0.007936259,0.041199646
57524,CASKIN1,-1.706000232,6.947333073,7.045601031,0.007946016,0.041233724
2246,FGF1,-1.537574085,9.370660313,7.038874945,0.007975912,0.04137224
84727,SPSB2,1.239184783,1.639356771,7.034095298,0.007997226,0.041451801
23328,SASH1,-0.738528707,5.633190833,7.033996257,0.007997669,0.041451801
60496,AASDHPPT,-0.90227044,5.191329515,7.032648584,0.008003689,0.041466366
56920,SEMA3G,-1.367488266,1.884512623,7.030758818,0.00801214,0.041474707
53354,PANK1,-1.387125905,2.105219139,7.030650803,0.008012623,0.041474707
908,CCT6A,1.198745316,8.133012503,7.030134683,0.008014932,0.041474707
130367,SGPP2,-1.66752357,1.379980027,7.026530932,0.008031078,0.041541612
57477,SHROOM4,-1.095848291,4.714204899,7.024342532,0.008040899,0.041560877
158219,TTC39B,-1.176344459,3.665294797,7.024267004,0.008041238,0.041560877
54919,DNAAF5,1.184260209,6.151781335,7.022369174,0.008049765,0.041588307
79699,ZYG11B,-0.659401473,5.93192888,7.019092408,0.00806451,0.041647824
29886,SNX8,0.892158812,5.6725476,7.0174814,0.008071769,0.041668652
5734,PTGER4,1.485927022,1.835537613,7.0159254,0.008078787,0.041688218
51321,AMZ2,-0.877935581,4.599941604,7.012273742,0.008095281,0.041747089
6405,SEMA3F,1.131706651,2.026257888,7.01196873,0.00809666,0.041747089
23403,FBXO46,1.01046841,2.398764563,7.008622771,0.008111806,0.041803356
6184,RPN1,0.626503002,7.076007921,7.008128504,0.008114046,0.041803356
7267,TTC3,-0.788336478,5.7285559,7.006573999,0.008121094,0.041822987
9136,RRP9,0.888562862,4.587062345,7.004932671,0.008128543,0.041844664
53358,SHC3,-1.467612275,5.230839072,7.001828052,0.008142652,0.041891035
22982,DIP2C,-0.899118567,3.607853713,7.001523504,0.008144038,0.041891035
2617,GARS,0.687541614,6.049033359,6.994977317,0.008173874,0.042027772
7748,ZNF195,-0.888471755,3.913928859,6.992851855,0.008183586,0.042060962
6500,SKP1,-0.840936511,8.589958966,6.992060281,0.008187206,0.042062829
84153,RNASEH2C,0.734228512,5.958587692,6.991117906,0.008191518,0.042068247
57045,TWSG1,0.860079364,8.341594331,6.988567813,0.008203197,0.042111482
79609,VCPKMT,-0.923614325,3.206186447,6.987795157,0.008206739,0.042112927
7643,ZNF90,1.178984806,5.098711407,6.985784805,0.008215962,0.042143512
