entrez_id,logFC,PValue
84365,0.635399287,0.025432311
55577,0.770320588,0.025439031
4035,0.786198199,0.02547543
8541,-1.414920675,0.025476006
27087,-1.059485562,0.025476591
51059,-1.257753901,0.025508172
4363,0.966550092,0.025511526
127255,-1.219169322,0.025519507
145282,-1.591413211,0.02552856
51382,-0.671294502,0.025544834
55084,-0.629667296,0.025546972
85455,-1.573010837,0.025547283
80328,1.048632765,0.025548859
55870,-0.56605,0.025584442
83786,0.769654558,0.02558752
83694,-1.305306667,0.025616752
10299,-0.686530355,0.025627904
51008,-0.88342455,0.025629941
2512,0.725850264,0.025655016
995,1.277211007,0.025656588
2937,0.70106207,0.025716336
9986,0.781490064,0.025770108
205,1.006169536,0.025788182
3339,1.295130761,0.025823667
9910,-0.515503358,0.025836482
5648,1.101905655,0.025864305
147040,1.072051073,0.025872989
54606,0.712714268,0.025882125
25925,0.691559778,0.0258848
4849,0.76059376,0.025907906
56605,-0.723972295,0.025928639
8544,-0.849015049,0.025932454
27101,-0.544819456,0.025952219
284161,-0.817055338,0.025957067
284001,0.95862786,0.026001781
3178,0.640198174,0.026048711
54617,-0.660511294,0.026052735
6734,0.569898939,0.026058504
11167,0.920726592,0.026125073
9320,-0.807892499,0.026151233
5373,0.868422702,0.02616833
51003,-0.720082024,0.026196601
51362,-0.595980342,0.026228169
5480,0.795456673,0.026250702
55872,1.560176005,0.026261325
58480,-0.789705746,0.026289428
23308,-0.928799944,0.026333636
83596,1.313664218,0.026359517
100129482,-0.811845247,0.026404494
3433,-0.999870845,0.026432228
100129250,-0.879798779,0.02643307
79632,-0.675523232,0.026435789
90379,0.779308911,0.026452217
139324,-0.827519134,0.026474299
23363,1.011516403,0.026496895
54586,-1.286711366,0.026502383
27164,1.399296257,0.02652641
23076,0.646538194,0.0265841
84708,-1.650954187,0.026620717
80324,0.931747552,0.026626042
139735,-1.127391287,0.026653287
7043,-1.05560887,0.026656156
9258,0.678795023,0.026661953
23621,-0.694176397,0.026676681
3133,0.642843548,0.026694336
6389,-0.567112188,0.026701195
393,1.075664071,0.026739933
56834,0.762906227,0.026766028
91408,-0.896824405,0.02684321
25874,-0.672937897,0.026899883
10721,1.137653657,0.026903546
26121,0.670231554,0.026920932
9147,-0.706719917,0.026953229
80777,-0.521048245,0.02701063
51091,-0.936283293,0.027078096
155382,1.055873281,0.027101601
284434,-1.291495503,0.027139549
55471,-0.511633206,0.027139736
9732,-0.712363357,0.027159962
7485,-0.532114606,0.027195784
122830,-0.83650419,0.027196321
114788,-2.257146681,0.027206761
51226,0.8773128,0.027236658
5704,0.506094275,0.027439822
11173,1.346367156,0.027451712
116138,-0.755746341,0.027473571
6935,0.898686579,0.027474743
125919,0.778932649,0.027490056
196441,-0.803785262,0.027516145
23462,1.061121779,0.027572383
10123,0.966276259,0.027615562
54853,0.560283301,0.027638887
57673,1.022851081,0.027667683
10985,0.648712836,0.027792152
55039,-0.509007974,0.027792426
84132,0.707290275,0.027807157
23345,-0.781651383,0.027827916
54861,-0.653568862,0.02784352
117246,0.646724596,0.027909953
55890,0.989364434,0.027937921
113178,0.631140174,0.02798904
441631,1.283707179,0.028004031
51277,-0.924490479,0.028025339
54969,-0.825097294,0.028049801
284403,1.453709633,0.028051771
11046,-0.965926507,0.028061845
2868,-1.197906884,0.028074432
221476,-1.497819784,0.02807668
91750,-0.59865068,0.028077551
3021,0.60397143,0.028083048
157570,1.380742146,0.028175615
26045,-1.331931066,0.028241087
55220,1.359715171,0.028249792
9139,-0.913690447,0.028261769
8030,-0.554634257,0.028262
79174,0.621349244,0.028333745
375,0.523859672,0.02837155
84516,-0.487477075,0.028374755
27115,-1.019188957,0.028381935
84146,-1.083862784,0.028437783
22846,0.710912026,0.02845678
7125,-1.506407873,0.028471735
5108,-0.629476743,0.028477525
51294,1.134607313,0.02850317
93550,-0.820508679,0.028515152
9900,-0.844617914,0.028561609
3241,-0.839912579,0.028606246
5371,0.898047276,0.028626125
29968,-0.706686131,0.028634014
6721,-0.868798816,0.028661807
23564,1.276345978,0.028667267
84310,0.915971136,0.028683496
8605,-0.828862101,0.028711497
467,1.316855258,0.02872666
208,0.632708614,0.028734913
10885,0.864155138,0.028762229
8572,1.25018537,0.028789294
55165,1.668041726,0.028801309
64983,0.626494211,0.028809007
196527,0.757206333,0.028846689
9528,-0.724944203,0.028846946
148229,1.071818284,0.028869327
253461,-0.66353411,0.028874677
3835,1.016034162,0.028881837
5604,-0.723095712,0.028887509
84969,-1.349991578,0.028903814
55331,-1.070835505,0.028932428
159,-0.739374567,0.02893664
256356,-0.688598716,0.028977051
55686,0.93892316,0.029055766
84904,0.828685481,0.029082409
343099,0.67153397,0.029091402
175,-0.701313181,0.029112699
51617,-2.091771262,0.029142532
27303,-1.043312292,0.029190095
127833,-2.377152296,0.029227693
26036,-0.927044649,0.029242838
2139,0.949234033,0.029246908
4790,0.625917943,0.029248832
8632,-1.664248338,0.02927113
5978,0.712788984,0.029281473
308,0.926693231,0.02931797
51279,1.166912148,0.029322696
30844,0.775012546,0.029324961
6323,-1.359328544,0.02933391
8994,0.90040608,0.029361349
6415,-0.690772442,0.029371724
285343,-0.640910088,0.029385443
1808,0.813050205,0.029409959
1956,1.988266412,0.029450601
11331,0.567724965,0.029452295
1141,-1.540816249,0.029525147
55034,1.068102031,0.029538613
79763,0.851441337,0.029574051
29103,-0.916351493,0.029629391
7093,-1.685875228,0.029637787
83443,0.607284756,0.029664717
64787,1.08813428,0.029717302
8564,-0.690173858,0.02973694
151648,1.480783568,0.029817679
9915,-0.714818213,0.029825239
5894,0.640626249,0.029847955
9777,0.546816825,0.029853046
1032,-1.122311804,0.029886599
2976,0.517767952,0.02988793
115098,0.901533907,0.029918751
11054,0.728778872,0.029925723
92259,-0.898616596,0.029956945
80351,-0.565588537,0.029987386
64478,-1.680242925,0.030042184
81892,-0.689931135,0.030060217
374655,0.641931835,0.030107422
7088,0.782944903,0.030139805
57523,0.764848163,0.03020041
65997,-1.217118928,0.030204628
84456,0.90236772,0.030287949
25793,-0.714960298,0.030315155
64123,-1.43550051,0.03036876
57489,-0.790674987,0.030427411
9453,-0.661253284,0.030432762
51057,-0.655924662,0.030454332
64080,-0.808639802,0.030482379
1666,-0.717356233,0.030501099
26054,-0.574718522,0.030506013
23452,0.893374903,0.030510746
10871,1.038983565,0.030537761
79589,-1.795384705,0.030598873
2822,-1.142138025,0.030625849
93487,0.689866496,0.030627338
81572,0.790926863,0.030671734
444,0.536860867,0.030673949
2060,-0.757848326,0.030718914
3145,0.722770127,0.030728528
8110,1.155710087,0.030735015
1363,-0.83885579,0.030755301
4004,1.580076564,0.030785815
54467,-0.586705906,0.03079312
22997,1.199588056,0.030821986
23392,-0.703156115,0.030908913
11019,-0.817001609,0.030949095
27243,0.550834365,0.030966978
1052,1.249478243,0.030986707
8737,0.696139673,0.031001397
253827,-0.782660429,0.031004755
55125,-0.604393943,0.031022467
9659,-0.667559024,0.031073038
28970,-0.640778219,0.031080812
902,-0.638357953,0.031096514
375748,-0.553832598,0.031137709
11091,0.552579238,0.031163221
64285,0.92243595,0.03125331
3055,0.994613967,0.031269619
541468,-0.78477356,0.031304726
28969,0.625098174,0.03132644
90121,-0.645957026,0.031332133
6487,-1.029771779,0.031353169
311,-0.64339492,0.031360561
9289,0.949470988,0.03136703
2149,1.307103193,0.031384962
10270,0.836190448,0.031393573
55199,0.703959207,0.031405175
57510,0.553001508,0.03152207
125144,1.233117855,0.03153922
9854,-0.825961647,0.031560366
5154,0.815632875,0.031572474
10903,0.920885155,0.031576539
2176,1.027400178,0.031585441
57688,-0.598251693,0.031639648
9958,-0.842655984,0.031650591
26022,-1.217230558,0.031693902
199857,-0.662641195,0.031711514
55829,0.949081473,0.031781439
3065,0.728717915,0.03184881
9064,1.086472768,0.031940158
84058,0.587953721,0.03195793
29904,0.812848174,0.031997579
58516,1.044811581,0.032008296
23035,-0.676734333,0.032020683
1107,-0.757762802,0.032054938
2878,1.314861506,0.032128634
6921,-0.615778315,0.032155748
54765,-0.622971898,0.032170682
90990,-1.082784473,0.032205615
9627,0.849953543,0.03224352
5990,1.13628103,0.032302605
388591,-1.199507084,0.032313547
9530,-0.624128802,0.03233148
121642,0.69723479,0.032361814
10855,-1.246043877,0.032402924
29800,1.016780265,0.032420445
9261,0.67025056,0.032452657
4162,0.818447135,0.03246248
9244,-1.892544031,0.032468224
10444,-0.594837978,0.032491065
201254,0.665616839,0.032493012
7165,0.655943406,0.032518524
1743,0.547890445,0.032537838
540,-0.829083108,0.032548872
1397,0.804216187,0.032555393
55215,1.05360247,0.032587842
54971,0.754794856,0.032592298
91647,0.611541197,0.032612497
196743,-1.030389002,0.032633013
57449,-1.182239765,0.032665483
60485,-0.636587787,0.032672262
3313,0.553770178,0.032700375
221504,0.821419943,0.032708088
10927,-0.552047667,0.032766191
51805,-0.810548062,0.032804586
80045,1.429436909,0.032807641
1889,0.737451926,0.032847252
10406,-1.02137316,0.032861048
6817,-1.397963646,0.03291453
317648,-1.081346414,0.032914536
1389,-0.760714208,0.032997115
137964,0.610497585,0.03306377
23196,0.542674309,0.03307247
83606,0.885936725,0.033077389
2356,0.73307816,0.033086273
10725,-0.540410099,0.033118061
2665,-0.77483117,0.033153626
56123,0.612038067,0.033187384
23596,-0.74624779,0.033187413
10636,-1.205467728,0.033190146
374654,0.908173419,0.033253999
140597,-1.305923253,0.033261275
2583,-1.413985704,0.033295912
54407,-0.86935981,0.033317414
201514,0.697668398,0.033319667
51070,0.65682302,0.033343555
6768,1.295536643,0.033345993
64282,-0.888274967,0.033370298
55621,0.750062977,0.033392155
10657,0.524345695,0.033427952
9324,-0.71718111,0.033447525
81562,0.699234789,0.033450516
23265,0.504642409,0.033481888
5292,0.888127843,0.033504713
7802,0.7707276,0.033539579
686,-0.679744469,0.033595444
3491,1.23174023,0.033632163
7099,-0.95058834,0.033632487
51478,-0.562714598,0.033635082
2491,0.855996759,0.033644533
51479,0.520993198,0.033654871
79142,0.604620752,0.033700905
84290,-1.139051403,0.033706022
81,0.554087525,0.033757842
3767,-1.269759266,0.033780415
4140,-0.613096474,0.033840246
5995,-1.789359949,0.033840914
8453,-0.61997531,0.033888951
100526740,0.757837684,0.033917529
79719,-0.48367599,0.033925523
1193,-1.034131852,0.033932188
170463,0.828299931,0.033950434
84293,-0.652122599,0.034019884
55763,-0.556580886,0.034036691
339983,-1.11925839,0.034116497
200734,0.690142092,0.034140961
60481,-0.690212992,0.03414239
64423,-0.777127119,0.034142954
30815,-0.784266801,0.034150152
2180,-0.908728384,0.034156535
10174,0.699646436,0.034163858
55627,0.531819122,0.03419179
283576,-1.506791265,0.034193164
10984,-0.914774851,0.034245517
168433,-1.195490075,0.0342571
51635,-0.683131864,0.034279346
4708,-0.594246778,0.034280805
7704,-0.814510586,0.034286426
23230,-0.662976744,0.034307374
899,1.147799008,0.034356171
404672,-0.671518733,0.034434374
85395,0.917606527,0.034461841
441869,-1.41724002,0.03449566
578,0.688885756,0.034542331
10992,0.734567071,0.034548532
503693,-0.795920801,0.034571308
390,1.081606438,0.034606555
79228,0.717794146,0.034644208
57511,-0.767313958,0.034683692
9526,0.826246428,0.034688756
10430,0.62861424,0.034751512
23212,0.672049013,0.034760769
29959,0.607933951,0.034769096
7156,0.662703292,0.034789013
90673,-0.76919306,0.034844542
84618,-2.163954285,0.034851221
9412,-0.79531897,0.034902666
112476,-1.262562741,0.034908523
2548,0.653275902,0.034953461
645513,-0.60045308,0.035001616
27434,0.900114624,0.0351241
25807,0.991542675,0.035130233
8575,0.479080571,0.035144975
3384,-0.689463431,0.035169562
9187,0.943260631,0.035257408
8864,0.738207303,0.035284723
64763,0.84323701,0.035363697
4507,-1.109014018,0.035391137
25945,-0.683665022,0.035394256
53842,-0.874230434,0.035415024
282974,-1.065705835,0.035419644
3606,-1.385475692,0.035433698
55691,-0.725524188,0.035455185
51088,-0.649042389,0.035455573
55092,0.930138282,0.035553085
9917,-0.599425327,0.035581171
8888,0.635188523,0.035582297
285313,-1.288608885,0.035593305
5863,0.6708131,0.035598811
9587,0.562411593,0.035630113
84304,0.681736953,0.035661515
11335,0.623084229,0.035663449
7403,-0.754494052,0.035823296
8500,0.601878655,0.035861446
153,-1.245446004,0.035916839
22948,0.523356507,0.035995661
4715,-0.646339353,0.036053702
80230,0.477742595,0.036065848
79768,-0.643840076,0.036093582
100505648,-0.658479496,0.036108854
23428,-1.063417698,0.036144772
57221,-1.135544558,0.03616529
253782,-0.438683439,0.036209559
64118,0.898199934,0.036212906
90843,-0.73089373,0.036226499
8460,0.747863206,0.036247534
63827,1.37525405,0.036352421
169611,1.074488179,0.036390008
5191,-0.566996712,0.036475959
25789,-1.063788717,0.036476621
79003,-0.820040548,0.036556556
81027,-1.331838037,0.036560217
81573,-0.463596168,0.036629146
9618,0.989278118,0.036656629
10910,-0.664454918,0.036716301
440498,-0.808731827,0.036761569
441046,-0.761362562,0.036816778
3718,1.116133602,0.036829125
7596,0.635955461,0.036902608
79780,-0.660477957,0.036924853
5707,-0.543654761,0.036928938
5663,-0.74778219,0.037000894
9070,-0.406497812,0.037016365
8703,0.558049741,0.037016389
79171,0.788070947,0.037016619
595,0.905324381,0.037096
80765,-0.812281548,0.037134252
6185,0.632920279,0.037156153
51098,0.453694696,0.037183434
2110,-0.580030339,0.037205503
22859,-0.785349725,0.037233499
3429,-0.977879938,0.037268273
5170,-0.533195039,0.037269176
130557,0.794476232,0.037285547
9128,0.690230051,0.037374488
64895,-0.809831809,0.037398368
4257,-0.987615996,0.037455058
1435,0.918366544,0.037500607
1643,0.854034827,0.0375312
26207,-0.624906593,0.037547372
4839,0.621353902,0.037551169
1355,-0.479941158,0.037565491
4598,-0.732151792,0.037584534
118426,-0.581256818,0.037648934
10492,0.492428946,0.037711711
83723,-1.406088741,0.037746177
51593,0.739832074,0.037815935
65986,0.597161593,0.037832266
2857,-1.372884452,0.037834505
5819,1.079765584,0.037898974
3097,-0.930092607,0.037928391
316,1.056766452,0.03800797
6305,-0.873404131,0.038030595
54014,-0.478594927,0.038101042
140706,-0.919497453,0.03812127
8178,1.001855728,0.038146098
51166,-0.633719011,0.03824674
6711,-0.60314252,0.038319245
677800,-0.855185731,0.038332888
554251,-1.131601559,0.038386406
51116,0.597439367,0.038390389
90480,0.781306566,0.038457593
5320,2.27937131,0.038461077
79165,0.772200612,0.038462727
7264,0.63004523,0.038583696
219654,-0.7836561,0.038584189
6566,0.722708499,0.038605712
11083,0.791842928,0.038630594
84124,0.659204928,0.03866839
23235,-0.490655686,0.038824108
9555,0.537284514,0.038832092
9908,-0.49775108,0.038846865
55160,0.626461233,0.038888289
26112,-0.837522748,0.038892684
6737,0.74477528,0.03889922
10294,-0.465136883,0.03890262
5198,0.678487197,0.038952477
8887,-0.449721346,0.038979529
80332,1.251348456,0.039031771
100507466,-1.082849499,0.039041095
80762,-0.611905368,0.039088324
55332,1.04303344,0.039093497
23165,0.630842487,0.039193834
10451,0.803892153,0.039237205
50485,0.557486684,0.039295637
116328,-1.317612758,0.039313654
4099,-2.215989249,0.039340057
9882,-0.776640806,0.039364962
1796,0.810837527,0.039406223
56987,-0.599015425,0.03942573
79572,0.743861009,0.039437971
1111,1.280671209,0.039475457
475,-0.487752816,0.039490944
134701,-1.421122721,0.039513593
645,0.686974464,0.039564836
100506385,1.308797246,0.039575219
7789,-0.666208757,0.039629039
10289,-0.677488119,0.039645862
9097,-0.541092169,0.039661247
5168,-1.480374575,0.039675773
782,-0.866937213,0.039727073
27340,0.600814133,0.03973227
53635,0.627493369,0.039815554
84957,0.75573174,0.039954781
1495,0.604158764,0.040000029
29098,0.676724212,0.040018055
51085,-1.141861909,0.040066615
22843,-0.941973054,0.0400855
9810,0.812653119,0.040126918
79666,0.658524858,0.040133733
9092,0.772461504,0.040133777
6217,0.527018995,0.040143179
11186,1.081177032,0.040143464
55149,-0.567895664,0.040149707
6004,0.997604757,0.040150892
8273,0.830587558,0.040156192
22955,0.512680407,0.040172282
55026,1.120167424,0.040265283
130617,0.531103708,0.040292433
27239,-0.954884281,0.040319105
56474,0.457433202,0.040352151
4851,1.135094976,0.040371747
23306,0.747661591,0.040379036
79176,-0.940879483,0.040395902
9468,-0.890768233,0.040489633
5519,-0.700423362,0.040502217
10550,-0.630102649,0.040527623
10025,0.710555373,0.040562174
66008,-0.901116441,0.040636471
10525,0.541699807,0.040728089
2619,1.099892693,0.040742222
51234,-0.528731695,0.040784792
10935,-0.788911259,0.0408398
1998,-0.717612938,0.040845176
57085,0.777959394,0.04084964
9731,-0.454151768,0.040858931
7589,0.629717982,0.040900621
253143,-0.506908839,0.040963013
339541,-0.906757912,0.040982133
23411,-0.623585852,0.040984241
26167,0.922658499,0.041020853
9569,0.961859887,0.041095924
2318,1.021999699,0.041103919
7163,-0.823009173,0.041166504
57727,0.555137863,0.041167066
9833,1.372222259,0.041191395
6388,0.4809608,0.041203969
26586,0.722138677,0.041242732
1386,-0.710088249,0.041278123
143903,-0.811539071,0.041324523
23032,-0.654067787,0.041353593
4616,1.104849872,0.04145923
10643,1.441793631,0.041463972
130589,0.908504811,0.041480625
60487,-0.60695834,0.041483272
283481,-0.781313111,0.041645813
27109,-0.511847241,0.041671372
27304,0.623231121,0.041691848
10436,0.53748442,0.041734784
9488,-1.085043064,0.041758139
148213,-0.966226743,0.04178989
10635,1.205071971,0.041834198
744,-0.889848351,0.041946222
23162,-0.691587595,0.041966154
58491,1.008748964,0.042029056
55856,-0.514854892,0.042052418
28986,-0.892124196,0.042060885
11224,0.491857709,0.042107609
283871,-0.898120573,0.042123784
92659,1.147594865,0.042134485
23064,-0.526901423,0.042140702
284361,0.745141368,0.042154058
100126793,1.321519242,0.042180065
9770,-0.851859894,0.042183108
5437,0.682621677,0.042220843
339487,-0.596734835,0.04224281
399694,1.394797757,0.042278472
9088,1.532514541,0.042297023
441194,0.830444725,0.042320591
285600,-0.967322344,0.042357724
138241,-0.840355448,0.042415677
84439,-0.95782925,0.042428579
93986,-1.580434512,0.042444761
483,0.545216072,0.0425041
56937,0.824951597,0.04253941
84898,-1.117904893,0.042597489
142679,-0.934868854,0.042604746
55214,0.831995042,0.042640407
3300,-0.592334804,0.04264408
116441,-1.423784184,0.042663671
678,1.078312322,0.042721771
63898,0.914836625,0.042732346
5217,-0.697049508,0.042774313
7185,-0.796648506,0.04279926
125875,-1.131532359,0.042855521
8792,1.080129526,0.042880843
1017,1.105597502,0.04290445
26255,-0.952577201,0.042908488
91373,0.79049873,0.042931734
84705,1.027418332,0.042976888
8814,-0.83283488,0.043019785
49855,-0.790259298,0.043025305
89958,1.30063061,0.043025827
2271,-0.491500962,0.043031221
1310,-1.960232677,0.043032919
3487,0.983153305,0.043040543
6166,-0.642357238,0.04305038
79041,-0.801460479,0.043051843
23474,0.735448454,0.043057256
23160,0.661439918,0.043078458
27439,-0.932230526,0.043128483
54680,-0.740652853,0.043141854
147906,-1.049898425,0.043143079
221424,-1.232779585,0.04317652
414919,0.987884458,0.043275194
64773,0.794961349,0.043308235
51741,-0.681743938,0.043328752
83548,-0.768088188,0.043350865
79654,0.543014023,0.043364159
10552,0.443097415,0.043531567
6188,0.631594248,0.043559351
9668,0.588443879,0.043602849
25902,0.62239916,0.043627933
11232,0.716198212,0.043703029
617,0.498336566,0.043713678
134359,-1.041577061,0.043717875
9766,0.58240545,0.043789123
10794,0.731579895,0.043817872
7738,-0.567767296,0.043878364
4514,-1.122065735,0.043896059
5915,-0.863607604,0.043913049
9897,-0.80709974,0.044075104
51106,-0.680160804,0.044099546
79038,-0.55976356,0.044129744
56927,0.58385696,0.044156359
84750,-0.482320703,0.044298954
3676,1.085942638,0.044332576
340543,-1.145892058,0.044350125
4615,0.793705525,0.044481609
9464,1.928434265,0.044489551
55285,-0.485259823,0.044529111
6208,0.812121303,0.044595722
2192,-1.136793082,0.044624206
25927,-0.885995786,0.044695903
51231,0.532240408,0.044704253
7079,1.13697035,0.044708415
55330,0.695390422,0.044721445
3691,0.837437634,0.044756949
64122,-0.875241302,0.044789032
5521,-1.235703828,0.044799247
165679,-1.184961108,0.044802108
2120,0.681955849,0.044927457
57614,-0.755739804,0.044934075
152404,-0.804328343,0.044937568
6515,1.176015788,0.044959851
5803,0.834916811,0.044969544
1002,0.928117545,0.045030692
301,1.161826636,0.045035998
57140,0.705069685,0.045091246
115353,0.540035483,0.045116479
56128,1.044544695,0.045153282
83538,1.02515195,0.045179969
220213,-0.843111915,0.045181342
4298,0.758704377,0.045191337
54886,-1.644141817,0.045252139
54522,-0.800256264,0.045274288
6915,1.143944402,0.045294909
5583,-0.757181434,0.04530821
5869,-0.4508556,0.045335964
93621,-0.472764398,0.045342993
4928,0.49959682,0.045388867
115708,0.797602821,0.045401465
10893,-1.211650742,0.045439496
6391,-0.529705656,0.045441811
1535,0.823184235,0.045441885
24138,-0.60353957,0.045586813
55914,-0.743563245,0.045587512
246175,-0.475464803,0.045631811
374946,1.367609932,0.045775124
7515,0.685413074,0.045807424
252995,-1.270787465,0.045900681
100289678,0.869733697,0.045917475
6238,0.841946516,0.045926577
4214,0.650696472,0.045978671
4248,-1.189323775,0.046017663
79591,-0.691398695,0.046028923
4232,0.78367132,0.046060422
65983,-0.757653293,0.046118064
7562,-0.767197447,0.046141567
10291,0.634201561,0.046147874
55129,-0.793211959,0.046153751
10178,1.151347052,0.046195855
7297,0.720665389,0.046198662
93627,-0.587065993,0.046210862
85457,-0.582042286,0.046214225
4676,-0.429674871,0.04622001
202052,-0.569746803,0.046222528
9742,0.762920726,0.046237854
4170,0.679305438,0.046270064
79633,-1.115978631,0.046283058
57708,-0.57024119,0.046285596
51253,0.629380694,0.046288009
3337,1.060056271,0.046303837
64762,-0.64861633,0.046321629
84337,0.50361116,0.046405499
2819,-1.517150055,0.046488583
22995,0.831971758,0.046490287
1806,-0.887620005,0.046499555
84269,0.538988219,0.046554488
126306,0.642749536,0.046657424
388796,0.706026807,0.046664013
23283,-0.523886871,0.046773182
124565,0.636500202,0.046774898
4921,0.890871589,0.046777624
23016,0.529095112,0.046789033
56892,1.503210542,0.046896724
637,1.085874661,0.04691552
1327,-0.571414692,0.046963451
10556,-0.828988237,0.047022827
138428,0.885057688,0.047052676
23030,0.627861424,0.047094744
7412,1.248180445,0.047100178
11340,0.574033479,0.047102565
10658,0.588261861,0.047157465
6283,-1.15200876,0.04716732
460,-0.672246656,0.047174158
132989,-0.815658207,0.047239797
55245,-0.542823577,0.04725445
64319,0.823712936,0.047306997
25821,-0.436558223,0.04731994
8565,0.581145636,0.04735612
147015,0.953386252,0.047359776
348,1.06329857,0.047409444
11096,1.079068797,0.047436327
151534,1.514057631,0.047443177
56120,0.72969741,0.047443667
26017,0.569676957,0.047473177
5818,-1.074952435,0.047476869
284018,0.544696691,0.047497006
158,0.50046195,0.047499778
3656,0.680211459,0.047523944
3998,0.688548469,0.04754047
57655,0.668810492,0.047547801
10082,0.908349301,0.047551146
2010,0.573557115,0.047560236
64172,-0.611207746,0.047604169
90411,0.655762609,0.047662115
50488,-0.574324644,0.047686591
151056,0.949339877,0.047687372
7697,-0.48583534,0.047704398
222696,0.79238155,0.047720368
11235,-0.535251523,0.047794171
7013,-0.455469587,0.047836231
10963,0.473295069,0.047973651
53838,0.53537395,0.048021387
130013,-0.984854942,0.048027768
728340,-0.801463454,0.048054834
72,-1.833283317,0.048117098
56259,0.448853183,0.048178219
116254,-0.424520681,0.048230251
196500,-1.174368358,0.0482661
27181,-1.140396697,0.048305096
123355,-0.612677007,0.048344684
5876,-0.608664914,0.048381324
55364,-0.550249897,0.048492713
3625,1.213636383,0.048553854
9612,0.661093203,0.048555177
5394,0.541189954,0.048558473
23291,-0.625380587,0.048566451
55840,-0.776814851,0.048583895
29994,-0.74121789,0.04861003
94103,0.509907104,0.048625807
6474,1.710502419,0.048645786
5681,0.897039671,0.048724548
80194,0.62190585,0.048758857
221545,-0.675753967,0.048777806
29893,0.921808838,0.048790857
8602,0.538339941,0.048798801
197187,-0.893265241,0.048818225
9670,-0.59555404,0.048865768
347862,0.690740198,0.048886039
5110,-0.710233632,0.048911362
158471,-0.868134718,0.049020116
64094,-0.989148476,0.049074273
8506,-0.909429449,0.049116963
23533,0.759798737,0.049125221
521,-0.504365213,0.049145681
51526,0.585233072,0.049287476
9020,1.046069756,0.049290288
55911,1.042400497,0.049349863
116159,-0.864402549,0.049391997
653361,0.827746211,0.049442121
340267,1.297649142,0.049581528
23157,-0.624367664,0.049628706
84266,0.588957148,0.049636282
64403,0.918135812,0.049647792
285368,-1.177203941,0.049660934
4763,-0.579059445,0.049722829
8717,0.962423686,0.049763349
55789,1.006680124,0.049776001
6483,0.657469511,0.049781376
84193,-0.797111511,0.049807808
195828,0.991106832,0.049818531
7111,0.893487712,0.049920291
29889,0.44285245,0.049935885
5979,-1.38175812,0.050021243
7266,-0.444973383,0.050026124
6347,1.620060094,0.050048252
84376,-0.613739204,0.050052094
10894,1.737440671,0.050080242
10385,0.917696201,0.05008738
10393,-0.651941417,0.050123593
57794,0.591123122,0.05028919
4148,-1.02326905,0.05037273
8425,0.948729537,0.050407437
2771,0.500119385,0.0504089
80067,-0.897535841,0.050440615
79415,0.68556201,0.050472362
55111,0.666606012,0.050500226
1910,0.87555434,0.050592886
51281,0.828091308,0.050594226
7291,1.295595517,0.050703043
5977,0.421477252,0.050735868
3134,1.135877667,0.050762928
200916,0.720484929,0.050802268
5527,-0.701390288,0.050854426
81620,1.408018446,0.050855809
414208,-0.488089235,0.050858687
29104,-0.852176288,0.05087483
221443,-0.706946792,0.050951334
58477,0.463708356,0.050980378
55080,0.631394285,0.051017587
9816,0.624602722,0.051036924
983,1.218420327,0.05111205
10253,0.820836302,0.051120663
127003,-0.830093672,0.051198361
55666,0.489150101,0.051243591
3297,0.687456173,0.051264388
327,0.552442399,0.051267744
51274,0.555828098,0.051278579
1299,1.420500154,0.051297916
121457,1.066385657,0.05136427
113278,-0.862680273,0.051397952
11138,0.747430822,0.051407109
3164,-1.177346351,0.051435498
79671,0.703559008,0.051494798
84902,0.729139458,0.051495145
6147,0.586289915,0.051516738
283248,1.157516231,0.051546667
353116,-0.67129311,0.051564774
2787,0.667282072,0.051601817
201255,1.022163765,0.051613089
28958,-0.53874531,0.051683767
5420,0.750488514,0.051686376
5125,1.024031051,0.051699139
114805,-1.504312079,0.051721909
374819,0.687283494,0.051783658
5932,0.71859891,0.051814834
26995,-0.717008486,0.051944636
25998,-0.577238375,0.05199166
25794,1.007322134,0.052009068
54994,0.719453918,0.052019658
5997,-0.860369153,0.052024489
55765,1.396529815,0.052073649
2081,0.673038062,0.052104152
3996,-0.70726575,0.052124991
952,-1.207698948,0.052149193
10713,0.543280778,0.052150736
343450,-1.189555865,0.052174109
572,0.655844551,0.052174572
9640,0.526473693,0.052198687
6150,0.570884487,0.052246578
57496,-0.924899754,0.052350997
23369,-0.585629213,0.05236364
9578,-0.475254211,0.052393684
55023,-0.481609877,0.052457251
215,0.830535214,0.052465886
80176,0.999915669,0.052469798
4324,1.218571439,0.05250812
101928464,0.792417009,0.052562296
4804,1.109771533,0.05262297
79366,-0.891297106,0.052622994
102724316,-0.842262287,0.052666966
220972,-0.593151882,0.052673849
8642,0.852302196,0.052696096
25897,1.074733482,0.052734247
9546,0.779328475,0.052817019
7011,0.629336298,0.052848587
1033,0.955947066,0.05285244
10611,0.638862633,0.052877014
6429,0.43427294,0.052886
92856,0.533919018,0.052910079
3799,-0.697854628,0.052920072
158866,0.558799969,0.052995941
4150,0.722208919,0.052999576
55704,-0.69662137,0.053174266
2115,0.689426088,0.053188445
26994,-0.545738525,0.053196357
1455,0.55558324,0.053245409
26260,-0.585844581,0.053276466
4780,0.585086113,0.053302897
